Hs (m),log10(Hs),a (true),a (pred),log10(a_true),log10(a_pred),a / Hs^6
5.007686e+00,6.996371e-01,1.358318e-03,1.342614e-03,-2.866998e+00,-2.872049e+00,8.513905e-08
4.705603e+00,6.726153e-01,9.351283e-04,9.261391e-04,-3.029129e+00,-3.033324e+00,8.530696e-08
4.248165e+00,6.282014e-01,5.062758e-04,5.030366e-04,-3.295613e+00,-3.298400e+00,8.558379e-08
4.325280e+00,6.360142e-01,5.639811e-04,5.600532e-04,-3.248735e+00,-3.251771e+00,8.553504e-08
5.632319e+00,7.506872e-01,2.749810e-03,2.707917e-03,-2.560697e+00,-2.567365e+00,8.482266e-08
3.021594e+00,4.802361e-01,6.555352e-05,6.584068e-05,-4.183404e+00,-4.181506e+00,8.651229e-08
2.354713e+00,3.719380e-01,1.468276e-05,1.486402e-05,-4.833192e+00,-4.827864e+00,8.719829e-08
2.988422e+00,4.754419e-01,6.135230e-05,6.164264e-05,-4.212169e+00,-4.210119e+00,8.654252e-08
4.925320e+00,6.924344e-01,1.229662e-03,1.216083e-03,-2.910214e+00,-2.915037e+00,8.518375e-08
1.171943e+00,6.890634e-02,2.231606e-07,2.309638e-07,-6.651382e+00,-6.636456e+00,8.914684e-08
4.363515e+00,6.398365e-01,5.945633e-04,5.902580e-04,-3.225802e+00,-3.228958e+00,8.551122e-08
1.804040e+00,2.562462e-01,2.969318e-06,3.031446e-06,-5.527343e+00,-5.518350e+00,8.793717e-08
1.560194e+00,1.931787e-01,1.242372e-06,1.274215e-06,-5.905748e+00,-5.894757e+00,8.834262e-08
1.814672e+00,2.587982e-01,3.075873e-06,3.139645e-06,-5.512032e+00,-5.503119e+00,8.792077e-08
3.444233e+00,5.370925e-01,1.437919e-04,1.438243e-04,-3.842266e+00,-3.842168e+00,8.615432e-08
5.369451e+00,7.299299e-01,2.064231e-03,2.035862e-03,-2.685242e+00,-2.691252e+00,8.495113e-08
5.592132e+00,7.475774e-01,2.634170e-03,2.594627e-03,-2.579356e+00,-2.585925e+00,8.484189e-08
1.735367e+00,2.393914e-01,2.352489e-06,2.404667e-06,-5.628472e+00,-5.618945e+00,8.804532e-08
4.297530e+00,6.332189e-01,5.426162e-04,5.389465e-04,-3.265507e+00,-3.268454e+00,8.555243e-08
4.358503e+00,6.393374e-01,5.904777e-04,5.862230e-04,-3.228796e+00,-3.231937e+00,8.551427e-08
5.805953e+00,7.638735e-01,3.299288e-03,3.245902e-03,-2.481580e+00,-2.488665e+00,8.474113e-08
4.254387e+00,6.288370e-01,5.107415e-04,5.074498e-04,-3.291799e+00,-3.294607e+00,8.557979e-08
3.817042e+00,5.817269e-01,2.664040e-04,2.655980e-04,-3.574459e+00,-3.575775e+00,8.587432e-08
2.559397e+00,4.081377e-01,2.421060e-05,2.444485e-05,-4.615994e+00,-4.611813e+00,8.696835e-08
4.285152e+00,6.319663e-01,5.333065e-04,5.297486e-04,-3.273023e+00,-3.275930e+00,8.556027e-08
5.714549e+00,7.569819e-01,2.999651e-03,2.952595e-03,-2.522929e+00,-2.529796e+00,8.478369e-08
3.877967e+00,5.886041e-01,2.929571e-04,2.919242e-04,-3.533196e+00,-3.534730e+00,8.583122e-08
2.539650e+00,4.047738e-01,2.311117e-05,2.334055e-05,-4.636178e+00,-4.631889e+00,8.698976e-08
2.558555e+00,4.079948e-01,2.416285e-05,2.439691e-05,-4.616852e+00,-4.612665e+00,8.696929e-08
3.961752e+00,5.978873e-01,3.330448e-04,3.316463e-04,-3.477497e+00,-3.479325e+00,8.577321e-08
3.615327e+00,5.581476e-01,1.923379e-04,1.920861e-04,-3.715935e+00,-3.716504e+00,8.602215e-08
2.363120e+00,3.734858e-01,1.500010e-05,1.518356e-05,-4.823906e+00,-4.818626e+00,8.718843e-08
2.247731e+00,3.517443e-01,1.110824e-05,1.126196e-05,-4.954355e+00,-4.948386e+00,8.732685e-08
1.162217e+00,6.528732e-02,2.122772e-07,2.197580e-07,-6.673097e+00,-6.658055e+00,8.917041e-08
4.438610e+00,6.472470e-01,6.586599e-04,6.535370e-04,-3.181339e+00,-3.184730e+00,8.546498e-08
5.158485e+00,7.125222e-01,1.622977e-03,1.602706e-03,-2.789688e+00,-2.795146e+00,8.505909e-08
1.457910e+00,1.637308e-01,8.271122e-07,8.501346e-07,-6.082436e+00,-6.070512e+00,8.853248e-08
2.943387e+00,4.688473e-01,5.600965e-05,5.630184e-05,-4.251737e+00,-4.249477e+00,8.658423e-08
4.791193e+00,6.804436e-01,1.041936e-03,1.031332e-03,-2.982159e+00,-2.986601e+00,8.525835e-08
4.385603e+00,6.420293e-01,6.128514e-04,6.083162e-04,-3.212645e+00,-3.215871e+00,8.549747e-08
4.854836e+00,6.861746e-01,1.127786e-03,1.115842e-03,-2.947773e+00,-2.952397e+00,8.522270e-08
3.769271e+00,5.762574e-01,2.470153e-04,2.463662e-04,-3.607276e+00,-3.608419e+00,8.590860e-08
3.858038e+00,5.863665e-01,2.840393e-04,2.830841e-04,-3.546622e+00,-3.548084e+00,8.584527e-08
3.501393e+00,5.442408e-01,1.587173e-04,1.586703e-04,-3.799376e+00,-3.799504e+00,8.610945e-08
4.695335e+00,6.716666e-01,9.229511e-04,9.141423e-04,-3.034821e+00,-3.038986e+00,8.531283e-08
1.289213e+00,1.103248e-01,3.954831e-07,4.080779e-07,-6.402872e+00,-6.389257e+00,8.887798e-08
4.906609e+00,6.907815e-01,1.201899e-03,1.188771e-03,-2.920132e+00,-2.924902e+00,8.519405e-08
2.625520e+00,4.192153e-01,2.821444e-05,2.846445e-05,-4.549529e+00,-4.545697e+00,8.689821e-08
4.572979e+00,6.601992e-01,7.877256e-04,7.808599e-04,-3.103625e+00,-3.107427e+00,8.538423e-08
3.529658e+00,5.477327e-01,1.665617e-04,1.664700e-04,-3.778425e+00,-3.778664e+00,8.608746e-08
5.603833e+00,7.484852e-01,2.667414e-03,2.627197e-03,-2.573910e+00,-2.580507e+00,8.483626e-08
2.282315e+00,3.583756e-01,1.217399e-05,1.233648e-05,-4.914567e+00,-4.908809e+00,8.728458e-08
1.248030e+00,9.622488e-02,3.254831e-07,3.361943e-07,-6.487472e+00,-6.473410e+00,8.896948e-08
1.908070e+00,2.805943e-01,4.156663e-06,4.236107e-06,-5.381255e+00,-5.373033e+00,8.778116e-08
5.252909e+00,7.203999e-01,1.809582e-03,1.785954e-03,-2.742422e+00,-2.748130e+00,8.501020e-08
3.783925e+00,5.779425e-01,2.528332e-04,2.521378e-04,-3.597166e+00,-3.598362e+00,8.589803e-08
1.152501e+00,6.164140e-02,2.018494e-07,2.090185e-07,-6.694973e+00,-6.679815e+00,8.919415e-08
3.012031e+00,4.788595e-01,6.431855e-05,6.460683e-05,-4.191664e+00,-4.189722e+00,8.652101e-08
2.641165e+00,4.217956e-01,2.923835e-05,2.949190e-05,-4.534047e+00,-4.530297e+00,8.688185e-08
5.983184e+00,7.769324e-01,3.951606e-03,3.883961e-03,-2.403226e+00,-2.410725e+00,8.466045e-08
5.128555e+00,7.099950e-01,1.567289e-03,1.547999e-03,-2.804851e+00,-2.810229e+00,8.507475e-08
3.502006e+00,5.443169e-01,1.588841e-04,1.588363e-04,-3.798920e+00,-3.799050e+00,8.610899e-08
5.298227e+00,7.241306e-01,1.905296e-03,1.879908e-03,-2.720037e+00,-2.725863e+00,8.498715e-08
3.290934e+00,5.173192e-01,1.094195e-04,1.096020e-04,-3.960905e+00,-3.960181e+00,8.627863e-08
4.305071e+00,6.339803e-01,5.483544e-04,5.446157e-04,-3.260939e+00,-3.263910e+00,8.554764e-08
1.609430e+00,2.066722e-01,1.496968e-06,1.533825e-06,-5.824788e+00,-5.814224e+00,8.825565e-08
2.532077e+00,4.034770e-01,2.270079e-05,2.292824e-05,-4.643959e+00,-4.639629e+00,8.699791e-08
5.936681e+00,7.735437e-01,3.770870e-03,3.707237e-03,-2.423558e+00,-2.430950e+00,8.468142e-08
4.297554e+00,6.332213e-01,5.426344e-04,5.389646e-04,-3.265493e+00,-3.268440e+00,8.555239e-08
3.755800e+00,5.747024e-01,2.417653e-04,2.411573e-04,-3.616606e+00,-3.617700e+00,8.591832e-08
1.746247e+00,2.421058e-01,2.442385e-06,2.496060e-06,-5.612186e+00,-5.602745e+00,8.802792e-08
2.316237e+00,3.647830e-01,1.330078e-05,1.347202e-05,-4.876123e+00,-4.870567e+00,8.724389e-08
2.200728e+00,3.425664e-01,9.785380e-06,9.927426e-06,-5.009422e+00,-5.003163e+00,8.738527e-08
1.714210e+00,2.340640e-01,2.185563e-06,2.234904e-06,-5.660437e+00,-5.650741e+00,8.807955e-08
1.183607e+00,7.320748e-02,2.368231e-07,2.450273e-07,-6.625576e+00,-6.610785e+00,8.911888e-08
3.250293e+00,5.119225e-01,1.015581e-04,1.017676e-04,-3.993285e+00,-3.992390e+00,8.631262e-08
2.643758e+00,4.222217e-01,2.941099e-05,2.966509e-05,-4.531490e+00,-4.527754e+00,8.687913e-08
4.781068e+00,6.795249e-01,1.028795e-03,1.018392e-03,-2.987671e+00,-2.992085e+00,8.526398e-08
2.180252e+00,3.385068e-01,9.251665e-06,9.388747e-06,-5.033780e+00,-5.027392e+00,8.741120e-08
5.050806e+00,7.033607e-01,1.430023e-03,1.413106e-03,-2.844657e+00,-2.849825e+00,8.511591e-08
2.694117e+00,4.304165e-01,3.293656e-05,3.320128e-05,-4.482322e+00,-4.478845e+00,8.682721e-08
4.174533e+00,6.206079e-01,4.558551e-04,4.531890e-04,-3.341173e+00,-3.343721e+00,8.563114e-08
3.784392e+00,5.779961e-01,2.530207e-04,2.523238e-04,-3.596844e+00,-3.598042e+00,8.589767e-08
1.813304e+00,2.584706e-01,3.061984e-06,3.125543e-06,-5.513997e+00,-5.505075e+00,8.792284e-08
4.793577e+00,6.806597e-01,1.045051e-03,1.034399e-03,-2.980863e+00,-2.985312e+00,8.525697e-08
4.662005e+00,6.685728e-01,8.843332e-04,8.760910e-04,-3.053384e+00,-3.057451e+00,8.533213e-08
1.703558e+00,2.313568e-01,2.105331e-06,2.153286e-06,-5.676680e+00,-5.666898e+00,8.809693e-08
2.299018e+00,3.615423e-01,1.271843e-05,1.288520e-05,-4.895566e+00,-4.889909e+00,8.726440e-08
5.041341e+00,7.025461e-01,1.414021e-03,1.397374e-03,-2.849544e+00,-2.854687e+00,8.512094e-08
4.460056e+00,6.493403e-01,6.779869e-04,6.726107e-04,-3.168779e+00,-3.172236e+00,8.545191e-08
1.215869e+00,8.488669e-02,2.782912e-07,2.876868e-07,-6.555501e+00,-6.541080e+00,8.904303e-08
4.704520e+00,6.725153e-01,9.338376e-04,9.248679e-04,-3.029729e+00,-3.033920e+00,8.530759e-08
2.774488e+00,4.431829e-01,3.928954e-05,3.956846e-05,-4.405723e+00,-4.402651e+00,8.674644e-08
1.549316e+00,1.901399e-01,1.191294e-06,1.222097e-06,-5.923981e+00,-5.912894e+00,8.836219e-08
3.833026e+00,5.835418e-01,2.731681e-04,2.723057e-04,-3.563570e+00,-3.564943e+00,8.586296e-08
4.282048e+00,6.316516e-01,5.309928e-04,5.274625e-04,-3.274911e+00,-3.277808e+00,8.556226e-08
5.820087e+00,7.649295e-01,3.347775e-03,3.293349e-03,-2.475244e+00,-2.482362e+00,8.473462e-08
5.934435e+00,7.733794e-01,3.762317e-03,3.698873e-03,-2.424545e+00,-2.431931e+00,8.468241e-08
5.119988e+00,7.092690e-01,1.551647e-03,1.532631e-03,-2.809207e+00,-2.814562e+00,8.507928e-08
3.754287e+00,5.745274e-01,2.411815e-04,2.405781e-04,-3.617656e+00,-3.618744e+00,8.591945e-08
5.130323e+00,7.101448e-01,1.570536e-03,1.551187e-03,-2.803952e+00,-2.809336e+00,8.507380e-08
4.157094e+00,6.187899e-01,4.445480e-04,4.420067e-04,-3.352081e+00,-3.354571e+00,8.564254e-08
3.156508e+00,4.992070e-01,8.519633e-05,8.545133e-05,-4.069579e+00,-4.068281e+00,8.639270e-08
2.153349e+00,3.331144e-01,8.587485e-06,8.718152e-06,-5.066134e+00,-5.059576e+00,8.744555e-08
3.001564e+00,4.773476e-01,6.298903e-05,6.327836e-05,-4.200735e+00,-4.198745e+00,8.653053e-08
3.256935e+00,5.128091e-01,1.028097e-04,1.030151e-04,-3.987966e+00,-3.987099e+00,8.630704e-08
5.733781e+00,7.584412e-01,3.060737e-03,3.012405e-03,-2.514174e+00,-2.521087e+00,8.477475e-08
5.933151e+00,7.732854e-01,3.757436e-03,3.694096e-03,-2.425108e+00,-2.432492e+00,8.468294e-08
2.337010e+00,3.686606e-01,1.403275e-05,1.420939e-05,-4.852857e+00,-4.847425e+00,8.721916e-08
1.981472e+00,2.969878e-01,5.213224e-06,5.306512e-06,-5.282894e+00,-5.275191e+00,8.767629e-08
2.979852e+00,4.741948e-01,6.030424e-05,6.059514e-05,-4.219652e+00,-4.217562e+00,8.655044e-08
5.671835e+00,7.537236e-01,2.867614e-03,2.823300e-03,-2.542479e+00,-2.549243e+00,8.480384e-08
1.177951e+00,7.112726e-02,2.301139e-07,2.381220e-07,-6.638057e+00,-6.623200e+00,8.913248e-08
5.422935e+00,7.342343e-01,2.190713e-03,2.159926e-03,-2.659415e+00,-2.665561e+00,8.492443e-08
2.053311e+00,3.124547e-01,6.455166e-06,6.563274e-06,-5.190093e+00,-5.182879e+00,8.757745e-08
2.373658e+00,3.754181e-01,1.540593e-05,1.559216e-05,-4.812312e+00,-4.807094e+00,8.717618e-08
5.672719e+00,7.537913e-01,2.870298e-03,2.825930e-03,-2.542073e+00,-2.548839e+00,8.480345e-08
4.593591e+00,6.621523e-01,8.092691e-04,8.021021e-04,-3.091907e+00,-3.095770e+00,8.537207e-08
5.721333e+00,7.574972e-01,3.021081e-03,2.973579e-03,-2.519838e+00,-2.526721e+00,8.478056e-08
3.947270e+00,5.962968e-01,3.258068e-04,3.244763e-04,-3.487040e+00,-3.488817e+00,8.578317e-08
5.917607e+00,7.721462e-01,3.698760e-03,3.636713e-03,-2.431944e+00,-2.439291e+00,8.469000e-08
3.697456e+00,5.679030e-01,2.200887e-04,2.196440e-04,-3.657402e+00,-3.658281e+00,8.596092e-08
3.711186e+00,5.695127e-01,2.250379e-04,2.245569e-04,-3.647744e+00,-3.648674e+00,8.595085e-08
2.155374e+00,3.335226e-01,8.636048e-06,8.767193e-06,-5.063685e+00,-5.057139e+00,8.744293e-08
3.163857e+00,5.002169e-01,8.639339e-05,8.664560e-05,-4.063519e+00,-4.062253e+00,8.638634e-08
3.910852e+00,5.922714e-01,3.081823e-04,3.070136e-04,-3.511192e+00,-3.512842e+00,8.580827e-08
2.967777e+00,4.724312e-01,5.885275e-05,5.914425e-05,-4.230233e+00,-4.228087e+00,8.656158e-08
5.707371e+00,7.564361e-01,2.977117e-03,2.930530e-03,-2.526204e+00,-2.533054e+00,8.478702e-08
3.245194e+00,5.112407e-01,1.006058e-04,1.008184e-04,-3.997377e+00,-3.996460e+00,8.631690e-08
3.422615e+00,5.343580e-01,1.384611e-04,1.385198e-04,-3.858672e+00,-3.858488e+00,8.617153e-08
3.967805e+00,5.985503e-01,3.361096e-04,3.346817e-04,-3.473519e+00,-3.475368e+00,8.576899e-08
3.701395e+00,5.683654e-01,2.214988e-04,2.210441e-04,-3.654629e+00,-3.655521e+00,8.595805e-08
4.575625e+00,6.604504e-01,7.904638e-04,7.835600e-04,-3.102118e+00,-3.105928e+00,8.538267e-08
3.884519e+00,5.893373e-01,2.959396e-04,2.948804e-04,-3.528797e+00,-3.530354e+00,8.582667e-08
5.486928e+00,7.393293e-01,2.350472e-03,2.316579e-03,-2.628845e+00,-2.635153e+00,8.489291e-08
3.578397e+00,5.536885e-01,1.808467e-04,1.806686e-04,-3.742689e+00,-3.743117e+00,8.605013e-08
4.159186e+00,6.190083e-01,4.458916e-04,4.433353e-04,-3.350771e+00,-3.353268e+00,8.564112e-08
5.673650e+00,7.538625e-01,2.873123e-03,2.828696e-03,-2.541646e+00,-2.548414e+00,8.480298e-08
1.874407e+00,2.728639e-01,3.735622e-06,3.809163e-06,-5.427637e+00,-5.419170e+00,8.783062e-08
5.654744e+00,7.524129e-01,2.816156e-03,2.772902e-03,-2.550343e+00,-2.557065e+00,8.481194e-08
5.497873e+00,7.401947e-01,2.378742e-03,2.344295e-03,-2.623653e+00,-2.629988e+00,8.488757e-08
2.521211e+00,4.016092e-01,2.212253e-05,2.234723e-05,-4.655165e+00,-4.650776e+00,8.700982e-08
1.650431e+00,2.175974e-01,1.740859e-06,1.782300e-06,-5.759236e+00,-5.749019e+00,8.818533e-08
5.815576e+00,7.645927e-01,3.332235e-03,3.278139e-03,-2.477264e+00,-2.484373e+00,8.473662e-08
4.028190e+00,6.051099e-01,3.679922e-04,3.662539e-04,-3.434161e+00,-3.436218e+00,8.572802e-08
3.369808e+00,5.276052e-01,1.261276e-04,1.262434e-04,-3.899190e+00,-3.898791e+00,8.621395e-08
5.454278e+00,7.367373e-01,2.267790e-03,2.235513e-03,-2.644397e+00,-2.650623e+00,8.490901e-08
5.947526e+00,7.743364e-01,3.812394e-03,3.747840e-03,-2.418802e+00,-2.426219e+00,8.467646e-08
3.176311e+00,5.019231e-01,8.845406e-05,8.870118e-05,-4.053282e+00,-4.052071e+00,8.637555e-08
2.900978e+00,4.625444e-01,5.133882e-05,5.163033e-05,-4.289554e+00,-4.287095e+00,8.662400e-08
1.559598e+00,1.930127e-01,1.239526e-06,1.271310e-06,-5.906744e+00,-5.895749e+00,8.834362e-08
3.859361e+00,5.865154e-01,2.846242e-04,2.836641e-04,-3.545728e+00,-3.547196e+00,8.584433e-08
1.503890e+00,1.772161e-01,9.964959e-07,1.023227e-06,-6.001524e+00,-5.990028e+00,8.844547e-08
1.153262e+00,6.192817e-02,2.026508e-07,2.098438e-07,-6.693252e+00,-6.678104e+00,8.919224e-08
1.861599e+00,2.698862e-01,3.585063e-06,3.656435e-06,-5.445503e+00,-5.436942e+00,8.784977e-08
1.121580e+00,4.983021e-02,1.714590e-07,1.777017e-07,-6.765840e+00,-6.750309e+00,8.927097e-08
3.883512e+00,5.892246e-01,2.954794e-04,2.944243e-04,-3.529473e+00,-3.531026e+00,8.582735e-08
2.006819e+00,3.025082e-01,5.626372e-06,5.724746e-06,-5.249772e+00,-5.242244e+00,8.764093e-08
1.566190e+00,1.948445e-01,1.271294e-06,1.303720e-06,-5.895754e+00,-5.884816e+00,8.833184e-08
3.563442e+00,5.518698e-01,1.763590e-04,1.762087e-04,-3.753602e+00,-3.753973e+00,8.606151e-08
3.406390e+00,5.322943e-01,1.345691e-04,1.346465e-04,-3.871055e+00,-3.870805e+00,8.618446e-08
5.944203e+00,7.740936e-01,3.799627e-03,3.735359e-03,-2.420259e+00,-2.427668e+00,8.467801e-08
2.405249e+00,3.811600e-01,1.667782e-05,1.687235e-05,-4.777861e+00,-4.772824e+00,8.713965e-08
3.996511e+00,6.016809e-01,3.509661e-04,3.493951e-04,-3.454735e+00,-3.456683e+00,8.574941e-08
5.572743e+00,7.460691e-01,2.579844e-03,2.541398e-03,-2.588407e+00,-2.594927e+00,8.485128e-08
5.055619e+00,7.037743e-01,1.438220e-03,1.421162e-03,-2.842175e+00,-2.847356e+00,8.511336e-08
1.027529e+00,1.179409e-02,1.013780e-07,1.053610e-07,-6.994056e+00,-6.977320e+00,8.951901e-08
5.364297e+00,7.295128e-01,2.052372e-03,2.024227e-03,-2.687744e+00,-2.693741e+00,8.495371e-08
2.387323e+00,3.779112e-01,1.594582e-05,1.613565e-05,-4.797353e+00,-4.792213e+00,8.716037e-08
3.022637e+00,4.803860e-01,6.568940e-05,6.597651e-05,-4.182505e+00,-4.180611e+00,8.651143e-08
1.310184e+00,1.173322e-01,4.356849e-07,4.493301e-07,-6.360827e+00,-6.347435e+00,8.883256e-08
3.881442e+00,5.889931e-01,2.945355e-04,2.934888e-04,-3.530862e+00,-3.532408e+00,8.582880e-08
4.503057e+00,6.535075e-01,7.181651e-04,7.122536e-04,-3.143776e+00,-3.147365e+00,8.542593e-08
5.735807e+00,7.585946e-01,3.067232e-03,3.018762e-03,-2.513253e+00,-2.520171e+00,8.477377e-08
1.584490e+00,1.998896e-01,1.363066e-06,1.397316e-06,-5.865483e+00,-5.854705e+00,8.829932e-08
1.658435e+00,2.196983e-01,1.792129e-06,1.834511e-06,-5.746631e+00,-5.736480e+00,8.817192e-08
4.384107e+00,6.418811e-01,6.115977e-04,6.070781e-04,-3.213534e+00,-3.216755e+00,8.549839e-08
1.922605e+00,2.838901e-01,4.350306e-06,4.432385e-06,-5.361480e+00,-5.353363e+00,8.776008e-08
2.095344e+00,3.212554e-01,7.289730e-06,7.407055e-06,-5.137289e+00,-5.130354e+00,8.752125e-08
3.410661e+00,5.328385e-01,1.355846e-04,1.356571e-04,-3.867790e+00,-3.867558e+00,8.618100e-08
3.949589e+00,5.965518e-01,3.269568e-04,3.256153e-04,-3.485510e+00,-3.487295e+00,8.578152e-08
4.416294e+00,6.450579e-01,6.390385e-04,6.341687e-04,-3.194473e+00,-3.197795e+00,8.547856e-08
2.618051e+00,4.179781e-01,2.773627e-05,2.798456e-05,-4.556952e+00,-4.553082e+00,8.690601e-08
2.164797e+00,3.354172e-01,8.865084e-06,8.998462e-06,-5.052317e+00,-5.045832e+00,8.743088e-08
5.847923e+00,7.670017e-01,3.445000e-03,3.388481e-03,-2.462811e+00,-2.469995e+00,8.472177e-08
4.847244e+00,6.854949e-01,1.117246e-03,1.105468e-03,-2.951851e+00,-2.956454e+00,8.522691e-08
4.129457e+00,6.158929e-01,4.271071e-04,4.247553e-04,-3.369463e+00,-3.371861e+00,8.566060e-08
2.526553e+00,4.025285e-01,2.240528e-05,2.263133e-05,-4.649650e+00,-4.645290e+00,8.700400e-08
3.068213e+00,4.868856e-01,7.186088e-05,7.214081e-05,-4.143507e+00,-4.141819e+00,8.647041e-08
3.777158e+00,5.771652e-01,2.501327e-04,2.494588e-04,-3.601830e+00,-3.603001e+00,8.590286e-08
2.249785e+00,3.521410e-01,1.116928e-05,1.132350e-05,-4.951975e+00,-4.946019e+00,8.732430e-08
2.773331e+00,4.430017e-01,3.919131e-05,3.947005e-05,-4.406810e+00,-4.403732e+00,8.674760e-08
2.871354e+00,4.580867e-01,4.827248e-05,4.856236e-05,-4.316300e+00,-4.313700e+00,8.665218e-08
2.393215e+00,3.789818e-01,1.618340e-05,1.637479e-05,-4.790930e+00,-4.785824e+00,8.715352e-08
2.695149e+00,4.305828e-01,3.301230e-05,3.327723e-05,-4.481324e+00,-4.477853e+00,8.682616e-08
3.964700e+00,5.982103e-01,3.345346e-04,3.331216e-04,-3.475559e+00,-3.477397e+00,8.577110e-08
1.167662e+00,6.731720e-02,2.183146e-07,2.259746e-07,-6.660917e+00,-6.645940e+00,8.915722e-08
4.943075e+00,6.939971e-01,1.256500e-03,1.242482e-03,-2.900838e+00,-2.905710e+00,8.517403e-08
3.500564e+00,5.441380e-01,1.584920e-04,1.584463e-04,-3.799993e+00,-3.800118e+00,8.611008e-08
4.983407e+00,6.975263e-01,1.319282e-03,1.304228e-03,-2.879663e+00,-2.884646e+00,8.515212e-08
3.577980e+00,5.536379e-01,1.807203e-04,1.805430e-04,-3.742993e+00,-3.743419e+00,8.605045e-08
4.085530e+00,6.112484e-01,4.005618e-04,3.984910e-04,-3.397331e+00,-3.399581e+00,8.568963e-08
1.942703e+00,2.884064e-01,4.630394e-06,4.716199e-06,-5.334382e+00,-5.326408e+00,8.773111e-08
4.563107e+00,6.592606e-01,7.775763e-04,7.708528e-04,-3.109257e+00,-3.113029e+00,8.539016e-08
2.637487e+00,4.211903e-01,2.899485e-05,2.924757e-05,-4.537679e+00,-4.533910e+00,8.688564e-08
5.350494e+00,7.283939e-01,2.020890e-03,1.993341e-03,-2.694457e+00,-2.700418e+00,8.496070e-08
1.034390e+00,1.468425e-02,1.055078e-07,1.096299e-07,-6.976716e+00,-6.960071e+00,8.950008e-08
3.392642e+00,5.305380e-01,1.313431e-04,1.314356e-04,-3.881593e+00,-3.881287e+00,8.619556e-08
2.229237e+00,3.481563e-01,1.057102e-05,1.072010e-05,-4.975883e+00,-4.969801e+00,8.734965e-08
3.696711e+00,5.678155e-01,2.198227e-04,2.193801e-04,-3.657928e+00,-3.658803e+00,8.596150e-08
3.423481e+00,5.344680e-01,1.386715e-04,1.387293e-04,-3.858013e+00,-3.857832e+00,8.617081e-08
3.258697e+00,5.130440e-01,1.031439e-04,1.033482e-04,-3.986557e+00,-3.985697e+00,8.630553e-08
4.419351e+00,6.453584e-01,6.416972e-04,6.367933e-04,-3.192670e+00,-3.196002e+00,8.547669e-08
4.219783e+00,6.252901e-01,4.863175e-04,4.833082e-04,-3.313080e+00,-3.315776e+00,8.560193e-08
2.845681e+00,4.541862e-01,4.574003e-05,4.602779e-05,-4.339704e+00,-4.336980e+00,8.667681e-08
2.688076e+00,4.294415e-01,3.249589e-05,3.275941e-05,-4.488172e+00,-4.484664e+00,8.683343e-08
3.008894e+00,4.784069e-01,6.391763e-05,6.420622e-05,-4.194379e+00,-4.192423e+00,8.652384e-08
4.678316e+00,6.700895e-01,9.030595e-04,8.945441e-04,-3.044284e+00,-3.048398e+00,8.532270e-08
4.117030e+00,6.145840e-01,4.194530e-04,4.171829e-04,-3.377317e+00,-3.379673e+00,8.566877e-08
5.386697e+00,7.313225e-01,2.104333e-03,2.075203e-03,-2.676886e+00,-2.682940e+00,8.494255e-08
1.367484e+00,1.359222e-01,5.632645e-07,5.801181e-07,-6.249288e+00,-6.236484e+00,8.871221e-08
4.003255e+00,6.024133e-01,3.545349e-04,3.529295e-04,-3.450341e+00,-3.452312e+00,8.574489e-08
4.067076e+00,6.092823e-01,3.898280e-04,3.878686e-04,-3.409127e+00,-3.411315e+00,8.570196e-08
4.711461e+00,6.731556e-01,9.421346e-04,9.330417e-04,-3.025887e+00,-3.030099e+00,8.530361e-08
3.780953e+00,5.776013e-01,2.516444e-04,2.509585e-04,-3.599213e+00,-3.600398e+00,8.590016e-08
4.714407e+00,6.734271e-01,9.456749e-04,9.365293e-04,-3.024258e+00,-3.028479e+00,8.530190e-08
4.692987e+00,6.714494e-01,9.201858e-04,9.114183e-04,-3.036124e+00,-3.040282e+00,8.531421e-08
2.173772e+00,3.372140e-01,9.087893e-06,9.223429e-06,-5.041537e+00,-5.035108e+00,8.741950e-08
4.127167e+00,6.156521e-01,4.256883e-04,4.233517e-04,-3.370908e+00,-3.373299e+00,8.566215e-08
3.201617e+00,5.053694e-01,9.276748e-05,9.300327e-05,-4.032604e+00,-4.031502e+00,8.635390e-08
2.472245e+00,3.930914e-01,1.966654e-05,1.987864e-05,-4.706272e+00,-4.701613e+00,8.706389e-08
1.736378e+00,2.396442e-01,2.360720e-06,2.413035e-06,-5.626956e+00,-5.617436e+00,8.804368e-08
1.411362e+00,1.496383e-01,6.807838e-07,7.004528e-07,-6.166991e+00,-6.154621e+00,8.862355e-08
1.173364e+00,6.943260e-02,2.247888e-07,2.326403e-07,-6.648225e+00,-6.633315e+00,8.914343e-08
3.900862e+00,5.911605e-01,3.034888e-04,3.023625e-04,-3.517857e+00,-3.519472e+00,8.581526e-08
5.480456e+00,7.388167e-01,2.333886e-03,2.300320e-03,-2.631920e+00,-2.638212e+00,8.489614e-08
2.773643e+00,4.430505e-01,3.921774e-05,3.949650e-05,-4.406518e+00,-4.403441e+00,8.674719e-08
1.849405e+00,2.670320e-01,3.446447e-06,3.515790e-06,-5.462628e+00,-5.453977e+00,8.786799e-08
5.088927e+00,7.066262e-01,1.496017e-03,1.477966e-03,-2.825063e+00,-2.830336e+00,8.509561e-08
3.623678e+00,5.591496e-01,1.950190e-04,1.947494e-04,-3.709923e+00,-3.710524e+00,8.601584e-08
