Hs (m),log10(Hs),a (true),a (pred),log10(a_true),log10(a_pred),a / Hs^6
2.618396e+00,4.180354e-01,2.775820e-05,2.800660e-05,-4.556609e+00,-4.552740e+00,8.690567e-08
2.725961e+00,4.355196e-01,3.534247e-05,3.561327e-05,-4.451703e+00,-4.448388e+00,8.679488e-08
1.345185e+00,1.287819e-01,5.103533e-07,5.258974e-07,-6.292129e+00,-6.279099e+00,8.875842e-08
3.832023e+00,5.834281e-01,2.727395e-04,2.718807e-04,-3.564252e+00,-3.565622e+00,8.586370e-08
3.558387e+00,5.512532e-01,1.748632e-04,1.747221e-04,-3.757302e+00,-3.757652e+00,8.606537e-08
2.706593e+00,4.324230e-01,3.386238e-05,3.412952e-05,-4.470283e+00,-4.466870e+00,8.681449e-08
3.145312e+00,4.976637e-01,8.339916e-05,8.365815e-05,-4.078838e+00,-4.077492e+00,8.640244e-08
2.235516e+00,3.493778e-01,1.075093e-05,1.090158e-05,-4.968554e+00,-4.962511e+00,8.734190e-08
5.899852e+00,7.708411e-01,3.632668e-03,3.572073e-03,-2.439774e+00,-2.447080e+00,8.469812e-08
4.214409e+00,6.247367e-01,4.826138e-04,4.796466e-04,-3.316400e+00,-3.319079e+00,8.560536e-08
1.196718e+00,7.799173e-02,2.530053e-07,2.616790e-07,-6.596870e+00,-6.582231e+00,8.908787e-08
5.508810e+00,7.410578e-01,2.407277e-03,2.372267e-03,-2.618474e+00,-2.624836e+00,8.488222e-08
3.564374e+00,5.519832e-01,1.766358e-04,1.764838e-04,-3.752921e+00,-3.753295e+00,8.606082e-08
2.249864e+00,3.521563e-01,1.117165e-05,1.132589e-05,-4.951883e+00,-4.945928e+00,8.732416e-08
3.032953e+00,4.818656e-01,6.704604e-05,6.733182e-05,-4.173627e+00,-4.171780e+00,8.650207e-08
2.515642e+00,4.006488e-01,2.183093e-05,2.205421e-05,-4.660928e+00,-4.656508e+00,8.701595e-08
3.722445e+00,5.708283e-01,2.291656e-04,2.286539e-04,-3.639851e+00,-3.640821e+00,8.594260e-08
5.752655e+00,7.598683e-01,3.121687e-03,3.072069e-03,-2.505611e+00,-2.512569e+00,8.476587e-08
4.579861e+00,6.608523e-01,7.948645e-04,7.878999e-04,-3.099707e+00,-3.103529e+00,8.538019e-08
1.837455e+00,2.642168e-01,3.314974e-06,3.382366e-06,-5.479520e+00,-5.470779e+00,8.788601e-08
3.055478e+00,4.850792e-01,7.008967e-05,7.037197e-05,-4.154346e+00,-4.152600e+00,8.648179e-08
3.747644e+00,5.737584e-01,2.386324e-04,2.380487e-04,-3.622271e+00,-3.623334e+00,8.592421e-08
2.844568e+00,4.540164e-01,4.563283e-05,4.592047e-05,-4.340723e+00,-4.337994e+00,8.667787e-08
3.140998e+00,4.970677e-01,8.271521e-05,8.297572e-05,-4.082415e+00,-4.081049e+00,8.640621e-08
1.482672e+00,1.710452e-01,9.150621e-07,9.400309e-07,-6.038549e+00,-6.026858e+00,8.848529e-08
5.146973e+00,7.115519e-01,1.601366e-03,1.581477e-03,-2.795509e+00,-2.800937e+00,8.506510e-08
3.767359e+00,5.760370e-01,2.462642e-04,2.456210e-04,-3.608599e+00,-3.609735e+00,8.590997e-08
2.622929e+00,4.187866e-01,2.804780e-05,2.829721e-05,-4.552101e+00,-4.548256e+00,8.690091e-08
2.838797e+00,4.531343e-01,4.508012e-05,4.536721e-05,-4.346015e+00,-4.343258e+00,8.668345e-08
4.971053e+00,6.964484e-01,1.299780e-03,1.285050e-03,-2.886130e+00,-2.891080e+00,8.515882e-08
3.246749e+00,5.114487e-01,1.008954e-04,1.011071e-04,-3.996129e+00,-3.995219e+00,8.631563e-08
4.855614e+00,6.862442e-01,1.128871e-03,1.116909e-03,-2.947356e+00,-2.951982e+00,8.522224e-08
1.257394e+00,9.947129e-02,3.404138e-07,3.515327e-07,-6.467993e+00,-6.454034e+00,8.894836e-08
5.911893e+00,7.717265e-01,3.677381e-03,3.615802e-03,-2.434461e+00,-2.441795e+00,8.469257e-08
2.344967e+00,3.701368e-01,1.432187e-05,1.450059e-05,-4.844000e+00,-4.838614e+00,8.720973e-08
2.639191e+00,4.214708e-01,2.910744e-05,2.936053e-05,-4.535996e+00,-4.532236e+00,8.688384e-08
5.849549e+00,7.671224e-01,3.450752e-03,3.394107e-03,-2.462086e+00,-2.469275e+00,8.472099e-08
3.912113e+00,5.924114e-01,3.087791e-04,3.076049e-04,-3.510352e+00,-3.512007e+00,8.580741e-08
3.059790e+00,4.856917e-01,7.068536e-05,7.096679e-05,-4.150671e+00,-4.148945e+00,8.647790e-08
2.187721e+00,3.399918e-01,9.443447e-06,9.582329e-06,-5.024869e+00,-5.018529e+00,8.740172e-08
1.328474e+00,1.233532e-01,4.734763e-07,4.880906e-07,-6.324702e+00,-6.311500e+00,8.879357e-08
3.828908e+00,5.830749e-01,2.714118e-04,2.705642e-04,-3.566371e+00,-3.567730e+00,8.586593e-08
1.741716e+00,2.409773e-01,2.404603e-06,2.457650e-06,-5.618957e+00,-5.609480e+00,8.803514e-08
4.756394e+00,6.772779e-01,9.973475e-04,9.874246e-04,-3.001153e+00,-3.005496e+00,8.527796e-08
3.137333e+00,4.965606e-01,8.213773e-05,8.239941e-05,-4.085457e+00,-4.084076e+00,8.640933e-08
1.821329e+00,2.603884e-01,3.144195e-06,3.209013e-06,-5.502491e+00,-5.493629e+00,8.791057e-08
5.470496e+00,7.380267e-01,2.308551e-03,2.275482e-03,-2.636661e+00,-2.642927e+00,8.490105e-08
4.977250e+00,6.969894e-01,1.309532e-03,1.294641e-03,-2.882884e+00,-2.887851e+00,8.515550e-08
3.732293e+00,5.719757e-01,2.328271e-04,2.322878e-04,-3.632967e+00,-3.633974e+00,8.593543e-08
5.985622e+00,7.771093e-01,3.961278e-03,3.893418e-03,-2.402165e+00,-2.409669e+00,8.465940e-08
3.803391e+00,5.801710e-01,2.607387e-04,2.599794e-04,-3.583795e+00,-3.585061e+00,8.588410e-08
4.017438e+00,6.039492e-01,3.621384e-04,3.604582e-04,-3.441125e+00,-3.443145e+00,8.573529e-08
3.759534e+00,5.751340e-01,2.432111e-04,2.425920e-04,-3.614017e+00,-3.615124e+00,8.591565e-08
3.278284e+00,5.156466e-01,1.069199e-04,1.071114e-04,-3.970942e+00,-3.970164e+00,8.628919e-08
2.726710e+00,4.356389e-01,3.540076e-05,3.567174e-05,-4.450987e+00,-4.447676e+00,8.679420e-08
4.182007e+00,6.213847e-01,4.607737e-04,4.580529e-04,-3.336512e+00,-3.339084e+00,8.562630e-08
1.554947e+00,1.917157e-01,1.217513e-06,1.248850e-06,-5.914526e+00,-5.903490e+00,8.835197e-08
4.118244e+00,6.147121e-01,4.201958e-04,4.179178e-04,-3.376548e+00,-3.378909e+00,8.566800e-08
2.418880e+00,3.836142e-01,1.725300e-05,1.745114e-05,-4.763135e+00,-4.758176e+00,8.712409e-08
3.149655e+00,4.982630e-01,8.409254e-05,8.435007e-05,-4.075243e+00,-4.073915e+00,8.639871e-08
1.062020e+00,2.613277e-02,1.235878e-07,1.283091e-07,-6.908024e+00,-6.891743e+00,8.942536e-08
2.936372e+00,4.678111e-01,5.521358e-05,5.550576e-05,-4.257954e+00,-4.255662e+00,8.659077e-08
2.435191e+00,3.865330e-01,1.796292e-05,1.816534e-05,-4.745623e+00,-4.740757e+00,8.710551e-08
2.110539e+00,3.243934e-01,7.612719e-06,7.733469e-06,-5.118460e+00,-5.111626e+00,8.750122e-08
1.060772e+00,2.562222e-02,1.227192e-07,1.274120e-07,-6.911088e+00,-6.894790e+00,8.942872e-08
1.828741e+00,2.621522e-01,3.221754e-06,3.287745e-06,-5.491908e+00,-5.483102e+00,8.789925e-08
4.319023e+00,6.353855e-01,5.591033e-04,5.552347e-04,-3.252508e+00,-3.255523e+00,8.553891e-08
3.381679e+00,5.291323e-01,1.288170e-04,1.289208e-04,-3.890027e+00,-3.889677e+00,8.620432e-08
1.032322e+00,1.381510e-02,1.042485e-07,1.083283e-07,-6.981930e+00,-6.965258e+00,8.950582e-08
2.785962e+00,4.449751e-01,4.027449e-05,4.055511e-05,-4.394970e+00,-4.391954e+00,8.673508e-08
5.240211e+00,7.193487e-01,1.783494e-03,1.760341e-03,-2.748728e+00,-2.754403e+00,8.501674e-08
3.327990e+00,5.221820e-01,1.170230e-04,1.171768e-04,-3.931729e+00,-3.931158e+00,8.624811e-08
1.658644e+00,2.197531e-01,1.793488e-06,1.835893e-06,-5.746302e+00,-5.736153e+00,8.817155e-08
1.456957e+00,1.634469e-01,8.238737e-07,8.468238e-07,-6.084139e+00,-6.072207e+00,8.853435e-08
2.248345e+00,3.518629e-01,1.112645e-05,1.128032e-05,-4.953643e+00,-4.947679e+00,8.732611e-08
5.371113e+00,7.300643e-01,2.068068e-03,2.039627e-03,-2.684435e+00,-2.690449e+00,8.495033e-08
3.987146e+00,6.006622e-01,3.460606e-04,3.445377e-04,-3.460848e+00,-3.462763e+00,8.575586e-08
4.309196e+00,6.343963e-01,5.515142e-04,5.477376e-04,-3.258443e+00,-3.261427e+00,8.554509e-08
3.951153e+00,5.967239e-01,3.277347e-04,3.263860e-04,-3.484478e+00,-3.486269e+00,8.578043e-08
2.766257e+00,4.418925e-01,3.859531e-05,3.887293e-05,-4.413465e+00,-4.410353e+00,8.675452e-08
1.526825e+00,1.837891e-01,1.091225e-06,1.119960e-06,-5.962086e+00,-5.950798e+00,8.840312e-08
1.352678e+00,1.311945e-01,5.276505e-07,5.436258e-07,-6.277654e+00,-6.264700e+00,8.874280e-08
2.162530e+00,3.349621e-01,8.809515e-06,8.942362e-06,-5.055048e+00,-5.048548e+00,8.743383e-08
4.982203e+00,6.974214e-01,1.317369e-03,1.302349e-03,-2.880292e+00,-2.885273e+00,8.515281e-08
1.196347e+00,7.785721e-02,2.525354e-07,2.611957e-07,-6.597678e+00,-6.583034e+00,8.908871e-08
5.285896e+00,7.231187e-01,1.878846e-03,1.853945e-03,-2.726109e+00,-2.731903e+00,8.499337e-08
3.018005e+00,4.797199e-01,6.508770e-05,6.537534e-05,-4.186501e+00,-4.184586e+00,8.651557e-08
3.242228e+00,5.108435e-01,1.000554e-04,1.002696e-04,-3.999760e+00,-3.998831e+00,8.631941e-08
3.975390e+00,5.993797e-01,3.399832e-04,3.385186e-04,-3.468543e+00,-3.470417e+00,8.576384e-08
2.921034e+00,4.655366e-01,5.350549e-05,5.379761e-05,-4.271602e+00,-4.269237e+00,8.660513e-08
4.423656e+00,6.457813e-01,6.454567e-04,6.405051e-04,-3.190133e+00,-3.193477e+00,8.547410e-08
1.000154e+00,6.667714e-05,8.621430e-08,8.967818e-08,-7.064421e+00,-7.047313e+00,8.959561e-08
1.809615e+00,2.575862e-01,3.024797e-06,3.087784e-06,-5.519304e+00,-5.510353e+00,8.792853e-08
4.786415e+00,6.800104e-01,1.035718e-03,1.025210e-03,-2.984759e+00,-2.989187e+00,8.526103e-08
3.867189e+00,5.873954e-01,2.881058e-04,2.871154e-04,-3.540448e+00,-3.541944e+00,8.583882e-08
3.010136e+00,4.785861e-01,6.407608e-05,6.436461e-05,-4.193304e+00,-4.191353e+00,8.652275e-08
4.163109e+00,6.194178e-01,4.484213e-04,4.458373e-04,-3.348314e+00,-3.350824e+00,8.563858e-08
3.921571e+00,5.934601e-01,3.132854e-04,3.120705e-04,-3.504060e+00,-3.505747e+00,8.580091e-08
5.151099e+00,7.118999e-01,1.609084e-03,1.589059e-03,-2.793421e+00,-2.798860e+00,8.506295e-08
3.120653e+00,4.942455e-01,7.955224e-05,7.981918e-05,-4.099348e+00,-4.097893e+00,8.642394e-08
5.383268e+00,7.310460e-01,2.096309e-03,2.067331e-03,-2.678545e+00,-2.684590e+00,8.494428e-08
2.045297e+00,3.107564e-01,6.305469e-06,6.411859e-06,-5.200283e+00,-5.193016e+00,8.758823e-08
5.867445e+00,7.684490e-01,3.514580e-03,3.456554e-03,-2.454127e+00,-2.461357e+00,8.471283e-08
2.696526e+00,4.308047e-01,3.311365e-05,3.337888e-05,-4.479993e+00,-4.476528e+00,8.682481e-08
1.200694e+00,7.943246e-02,2.580918e-07,2.669115e-07,-6.588226e+00,-6.573633e+00,8.907843e-08
3.837704e+00,5.840715e-01,2.751746e-04,2.742951e-04,-3.560392e+00,-3.561782e+00,8.585965e-08
4.518430e+00,6.549875e-01,7.330012e-04,7.268889e-04,-3.134895e+00,-3.138532e+00,8.541672e-08
1.150130e+00,6.074695e-02,1.993704e-07,2.064648e-07,-6.700339e+00,-6.685154e+00,8.919990e-08
1.853542e+00,2.680024e-01,3.492962e-06,3.562990e-06,-5.456806e+00,-5.448185e+00,8.786181e-08
4.890232e+00,6.893294e-01,1.178029e-03,1.165285e-03,-2.928844e+00,-2.933568e+00,8.520311e-08
5.164152e+00,7.129990e-01,1.633704e-03,1.613241e-03,-2.786827e+00,-2.792301e+00,8.505608e-08
2.018832e+00,3.051002e-01,5.831509e-06,5.932350e-06,-5.234219e+00,-5.226773e+00,8.762448e-08
5.356022e+00,7.288424e-01,2.033450e-03,2.005663e-03,-2.691767e+00,-2.697742e+00,8.495790e-08
2.381596e+00,3.768680e-01,1.571764e-05,1.590597e-05,-4.803613e+00,-4.798440e+00,8.716696e-08
2.729031e+00,4.360084e-01,3.558193e-05,3.585330e-05,-4.448771e+00,-4.445471e+00,8.679181e-08
5.300612e+00,7.243260e-01,1.910448e-03,1.884963e-03,-2.718865e+00,-2.724697e+00,8.498589e-08
3.954166e+00,5.970550e-01,3.292371e-04,3.278744e-04,-3.482491e+00,-3.484293e+00,8.577837e-08
4.456234e+00,6.489679e-01,6.745076e-04,6.691770e-04,-3.171013e+00,-3.174459e+00,8.545420e-08
2.925489e+00,4.661984e-01,5.399704e-05,5.428915e-05,-4.267630e+00,-4.265287e+00,8.660092e-08
4.510730e+00,6.542469e-01,7.255386e-04,7.195278e-04,-3.139339e+00,-3.142952e+00,8.542135e-08
4.129300e+00,6.158764e-01,4.270096e-04,4.246587e-04,-3.369562e+00,-3.371960e+00,8.566071e-08
4.439429e+00,6.473271e-01,6.593892e-04,6.542567e-04,-3.180858e+00,-3.184252e+00,8.546448e-08
1.591681e+00,2.018560e-01,1.400605e-06,1.435592e-06,-5.853684e+00,-5.842969e+00,8.828662e-08
4.948091e+00,6.944376e-01,1.264169e-03,1.250026e-03,-2.898195e+00,-2.903081e+00,8.517129e-08
3.361075e+00,5.264782e-01,1.241790e-04,1.243032e-04,-3.905952e+00,-3.905518e+00,8.622103e-08
1.813955e+00,2.586265e-01,3.068584e-06,3.132246e-06,-5.513062e+00,-5.504144e+00,8.792185e-08
3.966108e+00,5.983645e-01,3.352481e-04,3.338286e-04,-3.474634e+00,-3.476476e+00,8.577020e-08
2.425476e+00,3.847969e-01,1.753722e-05,1.773709e-05,-4.756039e+00,-4.751118e+00,8.711653e-08
3.593505e+00,5.555183e-01,1.854765e-04,1.852692e-04,-3.731711e+00,-3.732197e+00,8.603867e-08
4.925880e+00,6.924838e-01,1.230502e-03,1.216910e-03,-2.909918e+00,-2.914742e+00,8.518352e-08
2.754575e+00,4.400546e-01,3.762765e-05,3.790340e-05,-4.424493e+00,-4.421322e+00,8.676619e-08
1.854438e+00,2.682123e-01,3.503105e-06,3.573281e-06,-5.455547e+00,-5.446933e+00,8.786044e-08
5.982632e+00,7.768922e-01,3.949415e-03,3.881817e-03,-2.403467e+00,-2.410965e+00,8.466062e-08
1.501228e+00,1.764466e-01,9.859589e-07,1.012464e-06,-6.006141e+00,-5.994620e+00,8.845043e-08
2.342811e+00,3.697372e-01,1.424304e-05,1.442120e-05,-4.846397e+00,-4.840999e+00,8.721235e-08
4.545231e+00,6.575560e-01,7.594778e-04,7.530047e-04,-3.119485e+00,-3.123202e+00,8.540076e-08
1.990488e+00,2.989596e-01,5.357185e-06,5.452266e-06,-5.271063e+00,-5.263423e+00,8.766363e-08
1.240714e+00,9.367175e-02,3.142024e-07,3.246026e-07,-6.502790e+00,-6.488648e+00,8.898597e-08
4.573594e+00,6.602576e-01,7.883607e-04,7.814873e-04,-3.103275e+00,-3.107078e+00,8.538395e-08
2.955164e+00,4.705817e-01,5.736789e-05,5.765989e-05,-4.241331e+00,-4.239126e+00,8.657328e-08
2.584610e+00,4.123950e-01,2.567729e-05,2.591774e-05,-4.590451e+00,-4.586403e+00,8.694148e-08
2.595502e+00,4.142214e-01,2.633346e-05,2.657649e-05,-4.579492e+00,-4.575502e+00,8.692987e-08
3.706351e+00,5.689465e-01,2.232843e-04,2.228164e-04,-3.651142e+00,-3.652053e+00,8.595440e-08
3.839871e+00,5.843167e-01,2.761082e-04,2.752208e-04,-3.558921e+00,-3.560319e+00,8.585809e-08
4.917348e+00,6.917309e-01,1.217769e-03,1.204383e-03,-2.914435e+00,-2.919235e+00,8.518814e-08
5.234844e+00,7.189038e-01,1.772564e-03,1.749611e-03,-2.751398e+00,-2.757059e+00,8.501955e-08
2.403416e+00,3.808290e-01,1.660171e-05,1.679580e-05,-4.779847e+00,-4.774799e+00,8.714186e-08
5.358918e+00,7.290771e-01,2.040055e-03,2.012144e-03,-2.690358e+00,-2.696341e+00,8.495646e-08
4.165757e+00,6.196939e-01,4.501349e-04,4.475320e-04,-3.346657e+00,-3.349176e+00,8.563685e-08
4.388616e+00,6.423276e-01,6.153823e-04,6.108150e-04,-3.210855e+00,-3.214090e+00,8.549567e-08
5.179901e+00,7.143214e-01,1.663825e-03,1.642829e-03,-2.778892e+00,-2.784408e+00,8.504794e-08
4.882984e+00,6.886853e-01,1.167592e-03,1.155014e-03,-2.932709e+00,-2.937413e+00,8.520702e-08
2.712240e+00,4.333281e-01,3.428843e-05,3.455670e-05,-4.464852e+00,-4.461468e+00,8.680876e-08
4.209857e+00,6.242674e-01,4.794946e-04,4.765631e-04,-3.319216e+00,-3.321880e+00,8.560833e-08
5.725121e+00,7.577847e-01,3.033102e-03,2.985349e-03,-2.518113e+00,-2.525005e+00,8.477882e-08
5.387350e+00,7.313752e-01,2.105865e-03,2.076705e-03,-2.676569e+00,-2.682625e+00,8.494221e-08
1.372753e+00,1.375925e-01,5.764134e-07,5.935888e-07,-6.239266e+00,-6.226514e+00,8.870146e-08
3.824206e+00,5.825412e-01,2.694181e-04,2.685870e-04,-3.569573e+00,-3.570915e+00,8.586924e-08
2.299525e+00,3.616381e-01,1.273527e-05,1.290218e-05,-4.894992e+00,-4.889337e+00,8.726386e-08
2.737858e+00,4.374109e-01,3.627807e-05,3.655103e-05,-4.440356e+00,-4.437100e+00,8.678296e-08
4.543724e+00,6.574119e-01,7.579675e-04,7.515151e-04,-3.120349e+00,-3.124062e+00,8.540165e-08
5.168220e+00,7.133410e-01,1.641441e-03,1.620842e-03,-2.784775e+00,-2.790259e+00,8.505398e-08
3.172017e+00,5.013354e-01,8.773887e-05,8.798776e-05,-4.056808e+00,-4.055578e+00,8.637927e-08
1.089370e+00,3.717528e-02,1.439563e-07,1.493354e-07,-6.841769e+00,-6.825837e+00,8.935343e-08
3.859979e+00,5.865850e-01,2.848979e-04,2.839353e-04,-3.545311e+00,-3.546781e+00,8.584391e-08
3.916959e+00,5.929490e-01,3.110809e-04,3.098861e-04,-3.507127e+00,-3.508798e+00,8.580408e-08
1.000673e+00,2.923612e-04,8.648355e-08,8.995667e-08,-7.063066e+00,-7.045967e+00,8.959406e-08
4.136645e+00,6.166483e-01,4.315873e-04,4.291872e-04,-3.364931e+00,-3.367353e+00,8.565592e-08
5.018018e+00,7.005322e-01,1.375221e-03,1.359232e-03,-2.861628e+00,-2.866706e+00,8.513350e-08
5.203515e+00,7.162968e-01,1.709859e-03,1.688036e-03,-2.767040e+00,-2.772618e+00,8.503561e-08
5.924206e+00,7.726302e-01,3.723576e-03,3.660983e-03,-2.429040e+00,-2.436402e+00,8.468703e-08
2.410173e+00,3.820482e-01,1.688373e-05,1.707958e-05,-4.772532e+00,-4.767523e+00,8.713406e-08
5.275151e+00,7.222349e-01,1.856045e-03,1.831566e-03,-2.731411e+00,-2.737177e+00,8.499891e-08
4.170029e+00,6.201391e-01,4.529117e-04,4.502783e-04,-3.343987e+00,-3.346519e+00,8.563410e-08
5.705604e+00,7.563016e-01,2.971591e-03,2.925119e-03,-2.527011e+00,-2.533856e+00,8.478789e-08
3.169087e+00,5.009342e-01,8.725382e-05,8.750384e-05,-4.059216e+00,-4.057973e+00,8.638175e-08
5.335157e+00,7.271472e-01,1.986382e-03,1.959478e-03,-2.701937e+00,-2.707860e+00,8.496833e-08
1.456433e+00,1.632906e-01,8.220973e-07,8.450070e-07,-6.085077e+00,-6.073140e+00,8.853531e-08
3.927938e+00,5.941647e-01,3.163496e-04,3.151066e-04,-3.499833e+00,-3.501543e+00,8.579647e-08
2.143991e+00,3.312229e-01,8.365980e-06,8.494451e-06,-5.077483e+00,-5.070865e+00,8.745767e-08
1.342203e+00,1.278184e-01,5.036047e-07,5.189797e-07,-6.297910e+00,-6.284850e+00,8.876467e-08
5.322166e+00,7.260885e-01,1.957537e-03,1.931176e-03,-2.708290e+00,-2.714178e+00,8.497501e-08
3.384501e+00,5.294946e-01,1.294634e-04,1.295642e-04,-3.887853e+00,-3.887515e+00,8.620207e-08
3.600849e+00,5.564049e-01,1.877626e-04,1.875405e-04,-3.726391e+00,-3.726905e+00,8.603307e-08
5.597655e+00,7.480062e-01,2.649818e-03,2.609959e-03,-2.576784e+00,-2.583366e+00,8.483923e-08
5.228022e+00,7.183374e-01,1.758748e-03,1.736043e-03,-2.754796e+00,-2.760439e+00,8.502298e-08
4.258334e+00,6.292397e-01,5.135915e-04,5.102662e-04,-3.289382e+00,-3.292203e+00,8.557726e-08
5.108184e+00,7.082666e-01,1.530307e-03,1.511662e-03,-2.815221e+00,-2.820545e+00,8.508548e-08
2.260864e+00,3.542745e-01,1.150340e-05,1.166044e-05,-4.939174e+00,-4.933285e+00,8.731071e-08
1.961445e+00,2.925762e-01,4.904968e-06,4.994347e-06,-5.309364e+00,-5.301521e+00,8.770448e-08
4.334321e+00,6.369211e-01,5.710919e-04,5.670767e-04,-3.243294e+00,-3.246358e+00,8.552933e-08
5.486987e+00,7.393339e-01,2.350621e-03,2.316727e-03,-2.628817e+00,-2.635125e+00,8.489291e-08
2.236741e+00,3.496156e-01,1.078630e-05,1.093727e-05,-4.967127e+00,-4.961091e+00,8.734042e-08
5.691702e+00,7.552422e-01,2.928413e-03,2.882841e-03,-2.533368e+00,-2.540179e+00,8.479449e-08
3.773659e+00,5.767627e-01,2.487455e-04,2.480828e-04,-3.604245e+00,-3.605403e+00,8.590544e-08
2.067557e+00,3.154575e-01,6.728586e-06,6.839778e-06,-5.172076e+00,-5.164958e+00,8.755828e-08
3.885613e+00,5.894595e-01,2.964398e-04,2.953762e-04,-3.528064e+00,-3.529624e+00,8.582589e-08
1.828873e+00,2.621835e-01,3.223148e-06,3.289161e-06,-5.491720e+00,-5.482915e+00,8.789906e-08
5.865391e+00,7.682970e-01,3.507204e-03,3.449339e-03,-2.455039e+00,-2.462264e+00,8.471380e-08
5.146434e+00,7.115064e-01,1.600360e-03,1.580487e-03,-2.795782e+00,-2.801209e+00,8.506534e-08
2.359993e+00,3.729107e-01,1.488140e-05,1.506404e-05,-4.827356e+00,-4.822059e+00,8.719208e-08
4.454689e+00,6.488174e-01,6.731061e-04,6.677939e-04,-3.171916e+00,-3.175358e+00,8.545518e-08
5.179130e+00,7.142568e-01,1.662341e-03,1.641369e-03,-2.779280e+00,-2.784794e+00,8.504828e-08
4.622992e+00,6.649231e-01,8.408488e-04,8.332332e-04,-3.075282e+00,-3.079233e+00,8.535481e-08
1.579345e+00,1.984771e-01,1.336724e-06,1.370455e-06,-5.873958e+00,-5.863135e+00,8.830840e-08
4.972578e+00,6.965815e-01,1.302173e-03,1.287404e-03,-2.885331e+00,-2.890285e+00,8.515802e-08
2.516376e+00,4.007755e-01,2.186917e-05,2.209265e-05,-4.660168e+00,-4.655752e+00,8.701514e-08
5.970697e+00,7.760250e-01,3.902378e-03,3.835831e-03,-2.408671e+00,-2.416141e+00,8.466605e-08
2.800682e+00,4.472638e-01,4.156828e-05,4.185093e-05,-4.381238e+00,-4.378295e+00,8.672058e-08
1.007825e+00,3.385340e-03,9.025921e-08,9.386283e-08,-7.044508e+00,-7.027506e+00,8.957393e-08
3.430868e+00,5.354041e-01,1.404764e-04,1.405255e-04,-3.852396e+00,-3.852245e+00,8.616498e-08
4.288064e+00,6.322613e-01,5.354848e-04,5.319010e-04,-3.271253e+00,-3.274169e+00,8.555845e-08
4.803925e+00,6.815962e-01,1.058660e-03,1.047798e-03,-2.975243e+00,-2.979722e+00,8.525114e-08
4.534883e+00,6.565660e-01,7.491618e-04,7.428296e-04,-3.125424e+00,-3.129111e+00,8.540690e-08
3.161731e+00,4.999250e-01,8.604569e-05,8.629858e-05,-4.065271e+00,-4.063996e+00,8.638811e-08
3.053944e+00,4.848611e-01,6.987882e-05,7.016135e-05,-4.155654e+00,-4.153902e+00,8.648314e-08
3.154438e+00,4.989219e-01,8.486155e-05,8.511723e-05,-4.071289e+00,-4.069983e+00,8.639446e-08
2.965609e+00,4.721139e-01,5.859530e-05,5.888689e-05,-4.232137e+00,-4.229981e+00,8.656358e-08
1.663579e+00,2.210434e-01,1.825742e-06,1.868733e-06,-5.738561e+00,-5.728453e+00,8.816315e-08
5.207238e+00,7.166074e-01,1.717211e-03,1.695257e-03,-2.765176e+00,-2.770764e+00,8.503373e-08
5.761109e+00,7.605061e-01,3.149312e-03,3.099111e-03,-2.501784e+00,-2.508763e+00,8.476190e-08
1.803398e+00,2.560916e-01,2.962980e-06,3.025009e-06,-5.528271e+00,-5.519273e+00,8.793816e-08
5.194490e+00,7.155430e-01,1.692143e-03,1.670639e-03,-2.771563e+00,-2.777117e+00,8.504036e-08
3.457973e+00,5.388216e-01,1.472681e-04,1.472827e-04,-3.831891e+00,-3.831848e+00,8.614349e-08
1.497207e+00,1.752818e-01,9.702202e-07,9.963866e-07,-6.013130e+00,-6.001572e+00,8.845796e-08
3.485874e+00,5.423117e-01,1.545430e-04,1.545190e-04,-3.810951e+00,-3.811018e+00,8.612152e-08
4.308422e+00,6.343182e-01,5.509198e-04,5.471504e-04,-3.258912e+00,-3.261893e+00,8.554557e-08
1.384310e+00,1.412335e-01,6.061497e-07,6.240452e-07,-6.217420e+00,-6.204784e+00,8.867787e-08
5.947256e+00,7.743166e-01,3.811351e-03,3.746823e-03,-2.418921e+00,-2.426337e+00,8.467664e-08
3.579309e+00,5.537993e-01,1.811235e-04,1.809437e-04,-3.742025e+00,-3.742456e+00,8.604944e-08
1.268174e+00,1.031788e-01,3.583044e-07,3.699076e-07,-6.445748e+00,-6.431907e+00,8.892427e-08
1.844050e+00,2.657727e-01,3.387004e-06,3.455469e-06,-5.470184e+00,-5.461493e+00,8.787610e-08
4.395813e+00,6.430392e-01,6.214617e-04,6.168177e-04,-3.206586e+00,-3.209843e+00,8.549124e-08
5.892627e+00,7.703090e-01,3.606061e-03,3.546044e-03,-2.442967e+00,-2.450256e+00,8.470135e-08
2.975655e+00,4.735825e-01,5.979629e-05,6.008745e-05,-4.223326e+00,-4.221216e+00,8.655430e-08
4.520399e+00,6.551768e-01,7.349195e-04,7.287817e-04,-3.133760e+00,-3.137403e+00,8.541557e-08
1.828749e+00,2.621541e-01,3.221839e-06,3.287835e-06,-5.491896e+00,-5.483090e+00,8.789933e-08
3.544453e+00,5.495492e-01,1.707947e-04,1.706780e-04,-3.767526e+00,-3.767823e+00,8.607607e-08
3.494478e+00,5.433823e-01,1.568460e-04,1.568093e-04,-3.804527e+00,-3.804628e+00,8.611481e-08
5.450706e+00,7.364527e-01,2.258893e-03,2.226787e-03,-2.646104e+00,-2.652321e+00,8.491069e-08
