========================================================================================================================
TABELA DE DADOS - VALIDAÇÃO
========================================================================================================================

      Hs (m)    log10(Hs)           a (true)           a (pred)  log10(a_true)  log10(a_pred)           a / Hs^6
      3.8034       0.5802       2.607387e-04       2.599794e-04        -3.5838        -3.5851       8.588410e-08
      4.0174       0.6039       3.621384e-04       3.604582e-04        -3.4411        -3.4431       8.573529e-08
      3.7595       0.5751       2.432111e-04       2.425920e-04        -3.6140        -3.6151       8.591565e-08
      3.2783       0.5156       1.069199e-04       1.071114e-04        -3.9709        -3.9702       8.628919e-08
      2.7267       0.4356       3.540076e-05       3.567174e-05        -4.4510        -4.4477       8.679420e-08
      4.1820       0.6214       4.607737e-04       4.580529e-04        -3.3365        -3.3391       8.562630e-08
      1.5549       0.1917       1.217513e-06       1.248850e-06        -5.9145        -5.9035       8.835197e-08
      4.1182       0.6147       4.201958e-04       4.179178e-04        -3.3765        -3.3789       8.566800e-08
      2.4189       0.3836       1.725300e-05       1.745114e-05        -4.7631        -4.7582       8.712409e-08
      3.1497       0.4983       8.409254e-05       8.435007e-05        -4.0752        -4.0739       8.639871e-08
      1.0620       0.0261       1.235878e-07       1.283091e-07        -6.9080        -6.8917       8.942536e-08
      2.9364       0.4678       5.521358e-05       5.550576e-05        -4.2580        -4.2557       8.659077e-08
      2.4352       0.3865       1.796292e-05       1.816534e-05        -4.7456        -4.7408       8.710551e-08
      2.1105       0.3244       7.612719e-06       7.733469e-06        -5.1185        -5.1116       8.750122e-08
      1.0608       0.0256       1.227192e-07       1.274120e-07        -6.9111        -6.8948       8.942872e-08
      1.8287       0.2622       3.221754e-06       3.287745e-06        -5.4919        -5.4831       8.789925e-08
      4.3190       0.6354       5.591033e-04       5.552347e-04        -3.2525        -3.2555       8.553891e-08
      3.3817       0.5291       1.288170e-04       1.289208e-04        -3.8900        -3.8897       8.620432e-08
      1.0323       0.0138       1.042485e-07       1.083283e-07        -6.9819        -6.9653       8.950582e-08
      2.7860       0.4450       4.027449e-05       4.055511e-05        -4.3950        -4.3920       8.673508e-08
      5.2402       0.7193       1.783494e-03       1.760341e-03        -2.7487        -2.7544       8.501674e-08
      3.3280       0.5222       1.170230e-04       1.171768e-04        -3.9317        -3.9312       8.624811e-08
      1.6586       0.2198       1.793488e-06       1.835893e-06        -5.7463        -5.7362       8.817155e-08
      1.4570       0.1634       8.238737e-07       8.468238e-07        -6.0841        -6.0722       8.853435e-08
      2.2483       0.3519       1.112645e-05       1.128032e-05        -4.9536        -4.9477       8.732611e-08
      5.3711       0.7301       2.068068e-03       2.039627e-03        -2.6844        -2.6904       8.495033e-08
      3.9871       0.6007       3.460606e-04       3.445377e-04        -3.4608        -3.4628       8.575586e-08
      4.3092       0.6344       5.515142e-04       5.477376e-04        -3.2584        -3.2614       8.554509e-08
      3.9512       0.5967       3.277347e-04       3.263860e-04        -3.4845        -3.4863       8.578043e-08
      2.7663       0.4419       3.859531e-05       3.887293e-05        -4.4135        -4.4104       8.675452e-08
      1.5268       0.1838       1.091225e-06       1.119960e-06        -5.9621        -5.9508       8.840312e-08
      1.3527       0.1312       5.276505e-07       5.436258e-07        -6.2777        -6.2647       8.874280e-08
      2.1625       0.3350       8.809515e-06       8.942362e-06        -5.0550        -5.0485       8.743383e-08
      4.9822       0.6974       1.317369e-03       1.302349e-03        -2.8803        -2.8853       8.515281e-08
      1.1963       0.0779       2.525354e-07       2.611957e-07        -6.5977        -6.5830       8.908871e-08
      5.2859       0.7231       1.878846e-03       1.853945e-03        -2.7261        -2.7319       8.499337e-08
      3.0180       0.4797       6.508770e-05       6.537534e-05        -4.1865        -4.1846       8.651557e-08
      3.2422       0.5108       1.000554e-04       1.002696e-04        -3.9998        -3.9988       8.631941e-08
      3.9754       0.5994       3.399832e-04       3.385186e-04        -3.4685        -3.4704       8.576384e-08
      2.9210       0.4655       5.350549e-05       5.379761e-05        -4.2716        -4.2692       8.660513e-08
      4.4237       0.6458       6.454567e-04       6.405051e-04        -3.1901        -3.1935       8.547410e-08
      1.0002       0.0001       8.621430e-08       8.967818e-08        -7.0644        -7.0473       8.959561e-08
      1.8096       0.2576       3.024797e-06       3.087784e-06        -5.5193        -5.5104       8.792853e-08
      4.7864       0.6800       1.035718e-03       1.025210e-03        -2.9848        -2.9892       8.526103e-08
      3.8672       0.5874       2.881058e-04       2.871154e-04        -3.5404        -3.5419       8.583882e-08
      3.0101       0.4786       6.407608e-05       6.436461e-05        -4.1933        -4.1914       8.652275e-08
      4.1631       0.6194       4.484213e-04       4.458373e-04        -3.3483        -3.3508       8.563858e-08
      3.9216       0.5935       3.132854e-04       3.120705e-04        -3.5041        -3.5057       8.580091e-08
      5.1511       0.7119       1.609084e-03       1.589059e-03        -2.7934        -2.7989       8.506295e-08
      3.1207       0.4942       7.955224e-05       7.981918e-05        -4.0993        -4.0979       8.642394e-08
      5.3833       0.7310       2.096309e-03       2.067331e-03        -2.6785        -2.6846       8.494428e-08
      2.0453       0.3108       6.305469e-06       6.411859e-06        -5.2003        -5.1930       8.758823e-08
      5.8674       0.7684       3.514580e-03       3.456554e-03        -2.4541        -2.4614       8.471283e-08
      2.6965       0.4308       3.311365e-05       3.337888e-05        -4.4800        -4.4765       8.682481e-08
      1.2007       0.0794       2.580918e-07       2.669115e-07        -6.5882        -6.5736       8.907843e-08
      3.8377       0.5841       2.751746e-04       2.742951e-04        -3.5604        -3.5618       8.585965e-08
      4.5184       0.6550       7.330012e-04       7.268889e-04        -3.1349        -3.1385       8.541672e-08
      1.1501       0.0607       1.993704e-07       2.064648e-07        -6.7003        -6.6852       8.919990e-08
      1.8535       0.2680       3.492962e-06       3.562990e-06        -5.4568        -5.4482       8.786181e-08
      4.8902       0.6893       1.178029e-03       1.165285e-03        -2.9288        -2.9336       8.520311e-08
      5.1642       0.7130       1.633704e-03       1.613241e-03        -2.7868        -2.7923       8.505608e-08
      2.0188       0.3051       5.831509e-06       5.932350e-06        -5.2342        -5.2268       8.762448e-08
      5.3560       0.7288       2.033450e-03       2.005663e-03        -2.6918        -2.6977       8.495790e-08
      2.3816       0.3769       1.571764e-05       1.590597e-05        -4.8036        -4.7984       8.716696e-08
      2.7290       0.4360       3.558193e-05       3.585330e-05        -4.4488        -4.4455       8.679181e-08
      5.3006       0.7243       1.910448e-03       1.884963e-03        -2.7189        -2.7247       8.498589e-08
      3.9542       0.5971       3.292371e-04       3.278744e-04        -3.4825        -3.4843       8.577837e-08
      4.4562       0.6490       6.745076e-04       6.691770e-04        -3.1710        -3.1745       8.545420e-08
      2.9255       0.4662       5.399704e-05       5.428915e-05        -4.2676        -4.2653       8.660092e-08
      4.5107       0.6542       7.255386e-04       7.195278e-04        -3.1393        -3.1430       8.542135e-08
      4.1293       0.6159       4.270096e-04       4.246587e-04        -3.3696        -3.3720       8.566071e-08
      4.4394       0.6473       6.593892e-04       6.542567e-04        -3.1809        -3.1843       8.546448e-08
      1.5917       0.2019       1.400605e-06       1.435592e-06        -5.8537        -5.8430       8.828662e-08
      4.9481       0.6944       1.264169e-03       1.250026e-03        -2.8982        -2.9031       8.517129e-08
      3.3611       0.5265       1.241790e-04       1.243032e-04        -3.9060        -3.9055       8.622103e-08
      1.8140       0.2586       3.068584e-06       3.132246e-06        -5.5131        -5.5041       8.792185e-08
      3.9661       0.5984       3.352481e-04       3.338286e-04        -3.4746        -3.4765       8.577020e-08
      2.4255       0.3848       1.753722e-05       1.773709e-05        -4.7560        -4.7511       8.711653e-08
      3.5935       0.5555       1.854765e-04       1.852692e-04        -3.7317        -3.7322       8.603867e-08
      4.9259       0.6925       1.230502e-03       1.216910e-03        -2.9099        -2.9147       8.518352e-08
      2.7546       0.4401       3.762765e-05       3.790340e-05        -4.4245        -4.4213       8.676619e-08
      1.8544       0.2682       3.503105e-06       3.573281e-06        -5.4555        -5.4469       8.786044e-08
      5.9826       0.7769       3.949415e-03       3.881817e-03        -2.4035        -2.4110       8.466062e-08
      1.5012       0.1764       9.859589e-07       1.012464e-06        -6.0061        -5.9946       8.845043e-08
      2.3428       0.3697       1.424304e-05       1.442120e-05        -4.8464        -4.8410       8.721235e-08
      4.5452       0.6576       7.594778e-04       7.530047e-04        -3.1195        -3.1232       8.540076e-08
      1.9905       0.2990       5.357185e-06       5.452266e-06        -5.2711        -5.2634       8.766363e-08
      1.2407       0.0937       3.142024e-07       3.246026e-07        -6.5028        -6.4886       8.898597e-08
      4.5736       0.6603       7.883607e-04       7.814873e-04        -3.1033        -3.1071       8.538395e-08
      2.9552       0.4706       5.736789e-05       5.765989e-05        -4.2413        -4.2391       8.657328e-08
      2.5846       0.4124       2.567729e-05       2.591774e-05        -4.5905        -4.5864       8.694148e-08
      2.5955       0.4142       2.633346e-05       2.657649e-05        -4.5795        -4.5755       8.692987e-08
      3.7064       0.5689       2.232843e-04       2.228164e-04        -3.6511        -3.6521       8.595440e-08
      3.8399       0.5843       2.761082e-04       2.752208e-04        -3.5589        -3.5603       8.585809e-08
      4.9173       0.6917       1.217769e-03       1.204383e-03        -2.9144        -2.9192       8.518814e-08
      5.2348       0.7189       1.772564e-03       1.749611e-03        -2.7514        -2.7571       8.501955e-08
      2.4034       0.3808       1.660171e-05       1.679580e-05        -4.7798        -4.7748       8.714186e-08
      5.3589       0.7291       2.040055e-03       2.012144e-03        -2.6904        -2.6963       8.495646e-08
      4.1658       0.6197       4.501349e-04       4.475320e-04        -3.3467        -3.3492       8.563685e-08
      4.3886       0.6423       6.153823e-04       6.108150e-04        -3.2109        -3.2141       8.549567e-08
      5.1799       0.7143       1.663825e-03       1.642829e-03        -2.7789        -2.7844       8.504794e-08
      4.8830       0.6887       1.167592e-03       1.155014e-03        -2.9327        -2.9374       8.520702e-08
      2.7122       0.4333       3.428843e-05       3.455670e-05        -4.4649        -4.4615       8.680876e-08
      4.2099       0.6243       4.794946e-04       4.765631e-04        -3.3192        -3.3219       8.560833e-08
      5.7251       0.7578       3.033102e-03       2.985349e-03        -2.5181        -2.5250       8.477882e-08
      5.3874       0.7314       2.105865e-03       2.076705e-03        -2.6766        -2.6826       8.494221e-08
      1.3728       0.1376       5.764134e-07       5.935888e-07        -6.2393        -6.2265       8.870146e-08
      3.8242       0.5825       2.694181e-04       2.685870e-04        -3.5696        -3.5709       8.586924e-08
      2.2995       0.3616       1.273527e-05       1.290218e-05        -4.8950        -4.8893       8.726386e-08
      2.7379       0.4374       3.627807e-05       3.655103e-05        -4.4404        -4.4371       8.678296e-08
      4.5437       0.6574       7.579675e-04       7.515151e-04        -3.1203        -3.1241       8.540165e-08
      5.1682       0.7133       1.641441e-03       1.620842e-03        -2.7848        -2.7903       8.505398e-08
      3.1720       0.5013       8.773887e-05       8.798776e-05        -4.0568        -4.0556       8.637927e-08
      1.0894       0.0372       1.439563e-07       1.493354e-07        -6.8418        -6.8258       8.935343e-08
      3.8600       0.5866       2.848979e-04       2.839353e-04        -3.5453        -3.5468       8.584391e-08
      3.9170       0.5929       3.110809e-04       3.098861e-04        -3.5071        -3.5088       8.580408e-08
      1.0007       0.0003       8.648355e-08       8.995667e-08        -7.0631        -7.0460       8.959406e-08
      4.1366       0.6166       4.315873e-04       4.291872e-04        -3.3649        -3.3674       8.565592e-08
      5.0180       0.7005       1.375221e-03       1.359232e-03        -2.8616        -2.8667       8.513350e-08
      5.2035       0.7163       1.709859e-03       1.688036e-03        -2.7670        -2.7726       8.503561e-08
      5.9242       0.7726       3.723576e-03       3.660983e-03        -2.4290        -2.4364       8.468703e-08
      2.4102       0.3820       1.688373e-05       1.707958e-05        -4.7725        -4.7675       8.713406e-08
      5.2752       0.7222       1.856045e-03       1.831566e-03        -2.7314        -2.7372       8.499891e-08
      4.1700       0.6201       4.529117e-04       4.502783e-04        -3.3440        -3.3465       8.563410e-08
      5.7056       0.7563       2.971591e-03       2.925119e-03        -2.5270        -2.5339       8.478789e-08
      3.1691       0.5009       8.725382e-05       8.750384e-05        -4.0592        -4.0580       8.638175e-08
      5.3352       0.7271       1.986382e-03       1.959478e-03        -2.7019        -2.7079       8.496833e-08
      1.4564       0.1633       8.220973e-07       8.450070e-07        -6.0851        -6.0731       8.853531e-08
      3.9279       0.5942       3.163496e-04       3.151066e-04        -3.4998        -3.5015       8.579647e-08
      2.1440       0.3312       8.365980e-06       8.494451e-06        -5.0775        -5.0709       8.745767e-08
      1.3422       0.1278       5.036047e-07       5.189797e-07        -6.2979        -6.2848       8.876467e-08
      5.3222       0.7261       1.957537e-03       1.931176e-03        -2.7083        -2.7142       8.497501e-08
      3.3845       0.5295       1.294634e-04       1.295642e-04        -3.8879        -3.8875       8.620207e-08
      3.6008       0.5564       1.877626e-04       1.875405e-04        -3.7264        -3.7269       8.603307e-08
      5.5977       0.7480       2.649818e-03       2.609959e-03        -2.5768        -2.5834       8.483923e-08
      5.2280       0.7183       1.758748e-03       1.736043e-03        -2.7548        -2.7604       8.502298e-08
      4.2583       0.6292       5.135915e-04       5.102662e-04        -3.2894        -3.2922       8.557726e-08
      5.1082       0.7083       1.530307e-03       1.511662e-03        -2.8152        -2.8205       8.508548e-08
      2.2609       0.3543       1.150340e-05       1.166044e-05        -4.9392        -4.9333       8.731071e-08
      1.9614       0.2926       4.904968e-06       4.994347e-06        -5.3094        -5.3015       8.770448e-08
      4.3343       0.6369       5.710919e-04       5.670767e-04        -3.2433        -3.2464       8.552933e-08
      5.4870       0.7393       2.350621e-03       2.316727e-03        -2.6288        -2.6351       8.489291e-08
      2.2367       0.3496       1.078630e-05       1.093727e-05        -4.9671        -4.9611       8.734042e-08
      5.6917       0.7552       2.928413e-03       2.882841e-03        -2.5334        -2.5402       8.479449e-08
      3.7737       0.5768       2.487455e-04       2.480828e-04        -3.6042        -3.6054       8.590544e-08
      2.0676       0.3155       6.728586e-06       6.839778e-06        -5.1721        -5.1650       8.755828e-08
      3.8856       0.5895       2.964398e-04       2.953762e-04        -3.5281        -3.5296       8.582589e-08
      1.8289       0.2622       3.223148e-06       3.289161e-06        -5.4917        -5.4829       8.789906e-08
      5.8654       0.7683       3.507204e-03       3.449339e-03        -2.4550        -2.4623       8.471380e-08
      5.1464       0.7115       1.600360e-03       1.580487e-03        -2.7958        -2.8012       8.506534e-08
      2.3600       0.3729       1.488140e-05       1.506404e-05        -4.8274        -4.8221       8.719208e-08
      4.4547       0.6488       6.731061e-04       6.677939e-04        -3.1719        -3.1754       8.545518e-08
      5.1791       0.7143       1.662341e-03       1.641369e-03        -2.7793        -2.7848       8.504828e-08
      4.6230       0.6649       8.408488e-04       8.332332e-04        -3.0753        -3.0792       8.535481e-08
      1.5793       0.1985       1.336724e-06       1.370455e-06        -5.8740        -5.8631       8.830840e-08
      4.9726       0.6966       1.302173e-03       1.287404e-03        -2.8853        -2.8903       8.515802e-08
      2.5164       0.4008       2.186917e-05       2.209265e-05        -4.6602        -4.6558       8.701514e-08
      5.9707       0.7760       3.902378e-03       3.835831e-03        -2.4087        -2.4161       8.466605e-08
      2.8007       0.4473       4.156828e-05       4.185093e-05        -4.3812        -4.3783       8.672058e-08
      1.0078       0.0034       9.025921e-08       9.386283e-08        -7.0445        -7.0275       8.957393e-08
      3.4309       0.5354       1.404764e-04       1.405255e-04        -3.8524        -3.8522       8.616498e-08
      4.2881       0.6323       5.354848e-04       5.319010e-04        -3.2713        -3.2742       8.555845e-08
      4.8039       0.6816       1.058660e-03       1.047798e-03        -2.9752        -2.9797       8.525114e-08
      4.5349       0.6566       7.491618e-04       7.428296e-04        -3.1254        -3.1291       8.540690e-08
      3.1617       0.4999       8.604569e-05       8.629858e-05        -4.0653        -4.0640       8.638811e-08
      3.0539       0.4849       6.987882e-05       7.016135e-05        -4.1557        -4.1539       8.648314e-08
      3.1544       0.4989       8.486155e-05       8.511723e-05        -4.0713        -4.0700       8.639446e-08
      2.9656       0.4721       5.859530e-05       5.888689e-05        -4.2321        -4.2300       8.656358e-08
      1.6636       0.2210       1.825742e-06       1.868733e-06        -5.7386        -5.7285       8.816315e-08
      5.2072       0.7166       1.717211e-03       1.695257e-03        -2.7652        -2.7708       8.503373e-08
      5.7611       0.7605       3.149312e-03       3.099111e-03        -2.5018        -2.5088       8.476190e-08
      1.8034       0.2561       2.962980e-06       3.025009e-06        -5.5283        -5.5193       8.793816e-08
      5.1945       0.7155       1.692143e-03       1.670639e-03        -2.7716        -2.7771       8.504036e-08
      3.4580       0.5388       1.472681e-04       1.472827e-04        -3.8319        -3.8318       8.614349e-08
      1.4972       0.1753       9.702202e-07       9.963866e-07        -6.0131        -6.0016       8.845796e-08
      3.4859       0.5423       1.545430e-04       1.545190e-04        -3.8110        -3.8110       8.612152e-08
      4.3084       0.6343       5.509198e-04       5.471504e-04        -3.2589        -3.2619       8.554557e-08
      1.3843       0.1412       6.061497e-07       6.240452e-07        -6.2174        -6.2048       8.867787e-08
      5.9473       0.7743       3.811351e-03       3.746823e-03        -2.4189        -2.4263       8.467664e-08
      3.5793       0.5538       1.811235e-04       1.809437e-04        -3.7420        -3.7425       8.604944e-08
      1.2682       0.1032       3.583044e-07       3.699076e-07        -6.4457        -6.4319       8.892427e-08
      1.8441       0.2658       3.387004e-06       3.455469e-06        -5.4702        -5.4615       8.787610e-08
      4.3958       0.6430       6.214617e-04       6.168177e-04        -3.2066        -3.2098       8.549124e-08
      5.8926       0.7703       3.606061e-03       3.546044e-03        -2.4430        -2.4503       8.470135e-08
      2.9757       0.4736       5.979629e-05       6.008745e-05        -4.2233        -4.2212       8.655430e-08
      4.5204       0.6552       7.349195e-04       7.287817e-04        -3.1338        -3.1374       8.541557e-08
      1.8287       0.2622       3.221839e-06       3.287835e-06        -5.4919        -5.4831       8.789933e-08
      3.5445       0.5495       1.707947e-04       1.706780e-04        -3.7675        -3.7678       8.607607e-08
      3.4945       0.5434       1.568460e-04       1.568093e-04        -3.8045        -3.8046       8.611481e-08
      5.4507       0.7365       2.258893e-03       2.226787e-03        -2.6461        -2.6523       8.491069e-08
      5.0077       0.6996       1.358318e-03       1.342614e-03        -2.8670        -2.8720       8.513905e-08
      4.7056       0.6726       9.351283e-04       9.261391e-04        -3.0291        -3.0333       8.530696e-08
      4.2482       0.6282       5.062758e-04       5.030366e-04        -3.2956        -3.2984       8.558379e-08
      4.3253       0.6360       5.639811e-04       5.600532e-04        -3.2487        -3.2518       8.553504e-08
      5.6323       0.7507       2.749810e-03       2.707917e-03        -2.5607        -2.5674       8.482266e-08
      3.0216       0.4802       6.555352e-05       6.584068e-05        -4.1834        -4.1815       8.651229e-08
      2.3547       0.3719       1.468276e-05       1.486402e-05        -4.8332        -4.8279       8.719829e-08
      2.9884       0.4754       6.135230e-05       6.164264e-05        -4.2122        -4.2101       8.654252e-08
      4.9253       0.6924       1.229662e-03       1.216083e-03        -2.9102        -2.9150       8.518375e-08
      1.1719       0.0689       2.231606e-07       2.309638e-07        -6.6514        -6.6365       8.914684e-08
      4.3635       0.6398       5.945633e-04       5.902580e-04        -3.2258        -3.2290       8.551122e-08
      1.8040       0.2562       2.969318e-06       3.031446e-06        -5.5273        -5.5184       8.793717e-08
      1.5602       0.1932       1.242372e-06       1.274215e-06        -5.9057        -5.8948       8.834262e-08
      1.8147       0.2588       3.075873e-06       3.139645e-06        -5.5120        -5.5031       8.792077e-08
      3.4442       0.5371       1.437919e-04       1.438243e-04        -3.8423        -3.8422       8.615432e-08
      5.3695       0.7299       2.064231e-03       2.035862e-03        -2.6852        -2.6913       8.495113e-08
      5.5921       0.7476       2.634170e-03       2.594627e-03        -2.5794        -2.5859       8.484189e-08
      1.7354       0.2394       2.352489e-06       2.404667e-06        -5.6285        -5.6189       8.804532e-08
      4.2975       0.6332       5.426162e-04       5.389465e-04        -3.2655        -3.2685       8.555243e-08
      4.3585       0.6393       5.904777e-04       5.862230e-04        -3.2288        -3.2319       8.551427e-08
      5.8060       0.7639       3.299288e-03       3.245902e-03        -2.4816        -2.4887       8.474113e-08
      4.2544       0.6288       5.107415e-04       5.074498e-04        -3.2918        -3.2946       8.557979e-08
      3.8170       0.5817       2.664040e-04       2.655980e-04        -3.5745        -3.5758       8.587432e-08
      2.5594       0.4081       2.421060e-05       2.444485e-05        -4.6160        -4.6118       8.696835e-08
      4.2852       0.6320       5.333065e-04       5.297486e-04        -3.2730        -3.2759       8.556027e-08
      5.7145       0.7570       2.999651e-03       2.952595e-03        -2.5229        -2.5298       8.478369e-08
      3.8780       0.5886       2.929571e-04       2.919242e-04        -3.5332        -3.5347       8.583122e-08
      2.5396       0.4048       2.311117e-05       2.334055e-05        -4.6362        -4.6319       8.698976e-08
      2.5586       0.4080       2.416285e-05       2.439691e-05        -4.6169        -4.6127       8.696929e-08
      3.9618       0.5979       3.330448e-04       3.316463e-04        -3.4775        -3.4793       8.577321e-08
      3.6153       0.5581       1.923379e-04       1.920861e-04        -3.7159        -3.7165       8.602215e-08
      2.3631       0.3735       1.500010e-05       1.518356e-05        -4.8239        -4.8186       8.718843e-08
      2.2477       0.3517       1.110824e-05       1.126196e-05        -4.9544        -4.9484       8.732685e-08
      1.1622       0.0653       2.122772e-07       2.197580e-07        -6.6731        -6.6581       8.917041e-08
      4.4386       0.6472       6.586599e-04       6.535370e-04        -3.1813        -3.1847       8.546498e-08
      5.1585       0.7125       1.622977e-03       1.602706e-03        -2.7897        -2.7951       8.505909e-08
      1.4579       0.1637       8.271122e-07       8.501346e-07        -6.0824        -6.0705       8.853248e-08
      2.9434       0.4688       5.600965e-05       5.630184e-05        -4.2517        -4.2495       8.658423e-08
      4.7912       0.6804       1.041936e-03       1.031332e-03        -2.9822        -2.9866       8.525835e-08
      4.3856       0.6420       6.128514e-04       6.083162e-04        -3.2126        -3.2159       8.549747e-08
      4.8548       0.6862       1.127786e-03       1.115842e-03        -2.9478        -2.9524       8.522270e-08
      3.7693       0.5763       2.470153e-04       2.463662e-04        -3.6073        -3.6084       8.590860e-08
      3.8580       0.5864       2.840393e-04       2.830841e-04        -3.5466        -3.5481       8.584527e-08
      3.5014       0.5442       1.587173e-04       1.586703e-04        -3.7994        -3.7995       8.610945e-08
      4.6953       0.6717       9.229511e-04       9.141423e-04        -3.0348        -3.0390       8.531283e-08
      1.2892       0.1103       3.954831e-07       4.080779e-07        -6.4029        -6.3893       8.887798e-08
      4.9066       0.6908       1.201899e-03       1.188771e-03        -2.9201        -2.9249       8.519405e-08
      2.6255       0.4192       2.821444e-05       2.846445e-05        -4.5495        -4.5457       8.689821e-08
      4.5730       0.6602       7.877256e-04       7.808599e-04        -3.1036        -3.1074       8.538423e-08
      3.5297       0.5477       1.665617e-04       1.664700e-04        -3.7784        -3.7787       8.608746e-08
      5.6038       0.7485       2.667414e-03       2.627197e-03        -2.5739        -2.5805       8.483626e-08
      2.2823       0.3584       1.217399e-05       1.233648e-05        -4.9146        -4.9088       8.728458e-08
      1.2480       0.0962       3.254831e-07       3.361943e-07        -6.4875        -6.4734       8.896948e-08
      1.9081       0.2806       4.156663e-06       4.236107e-06        -5.3813        -5.3730       8.778116e-08
      5.2529       0.7204       1.809582e-03       1.785954e-03        -2.7424        -2.7481       8.501020e-08
      3.7839       0.5779       2.528332e-04       2.521378e-04        -3.5972        -3.5984       8.589803e-08
      1.1525       0.0616       2.018494e-07       2.090185e-07        -6.6950        -6.6798       8.919415e-08
      3.0120       0.4789       6.431855e-05       6.460683e-05        -4.1917        -4.1897       8.652101e-08
      2.6412       0.4218       2.923835e-05       2.949190e-05        -4.5340        -4.5303       8.688185e-08
      5.9832       0.7769       3.951606e-03       3.883961e-03        -2.4032        -2.4107       8.466045e-08
      5.1286       0.7100       1.567289e-03       1.547999e-03        -2.8049        -2.8102       8.507475e-08
      3.5020       0.5443       1.588841e-04       1.588363e-04        -3.7989        -3.7991       8.610899e-08
      5.2982       0.7241       1.905296e-03       1.879908e-03        -2.7200        -2.7259       8.498715e-08
      3.2909       0.5173       1.094195e-04       1.096020e-04        -3.9609        -3.9602       8.627863e-08
      4.3051       0.6340       5.483544e-04       5.446157e-04        -3.2609        -3.2639       8.554764e-08
      1.6094       0.2067       1.496968e-06       1.533825e-06        -5.8248        -5.8142       8.825565e-08
      2.5321       0.4035       2.270079e-05       2.292824e-05        -4.6440        -4.6396       8.699791e-08
      5.9367       0.7735       3.770870e-03       3.707237e-03        -2.4236        -2.4309       8.468142e-08
      4.2976       0.6332       5.426344e-04       5.389646e-04        -3.2655        -3.2684       8.555239e-08
      3.7558       0.5747       2.417653e-04       2.411573e-04        -3.6166        -3.6177       8.591832e-08
      1.7462       0.2421       2.442385e-06       2.496060e-06        -5.6122        -5.6027       8.802792e-08
      2.3162       0.3648       1.330078e-05       1.347202e-05        -4.8761        -4.8706       8.724389e-08
      2.2007       0.3426       9.785380e-06       9.927426e-06        -5.0094        -5.0032       8.738527e-08
      1.7142       0.2341       2.185563e-06       2.234904e-06        -5.6604        -5.6507       8.807955e-08
      1.1836       0.0732       2.368231e-07       2.450273e-07        -6.6256        -6.6108       8.911888e-08
      3.2503       0.5119       1.015581e-04       1.017676e-04        -3.9933        -3.9924       8.631262e-08
      2.6438       0.4222       2.941099e-05       2.966509e-05        -4.5315        -4.5278       8.687913e-08
      4.7811       0.6795       1.028795e-03       1.018392e-03        -2.9877        -2.9921       8.526398e-08
      2.1803       0.3385       9.251665e-06       9.388747e-06        -5.0338        -5.0274       8.741120e-08
      5.0508       0.7034       1.430023e-03       1.413106e-03        -2.8447        -2.8498       8.511591e-08
      2.6941       0.4304       3.293656e-05       3.320128e-05        -4.4823        -4.4788       8.682721e-08
      4.1745       0.6206       4.558551e-04       4.531890e-04        -3.3412        -3.3437       8.563114e-08
      3.7844       0.5780       2.530207e-04       2.523238e-04        -3.5968        -3.5980       8.589767e-08
      1.8133       0.2585       3.061984e-06       3.125543e-06        -5.5140        -5.5051       8.792284e-08
      4.7936       0.6807       1.045051e-03       1.034399e-03        -2.9809        -2.9853       8.525697e-08
      4.6620       0.6686       8.843332e-04       8.760910e-04        -3.0534        -3.0575       8.533213e-08
      1.7036       0.2314       2.105331e-06       2.153286e-06        -5.6767        -5.6669       8.809693e-08
      2.2990       0.3615       1.271843e-05       1.288520e-05        -4.8956        -4.8899       8.726440e-08
      5.0413       0.7025       1.414021e-03       1.397374e-03        -2.8495        -2.8547       8.512094e-08
      4.4601       0.6493       6.779869e-04       6.726107e-04        -3.1688        -3.1722       8.545191e-08
      1.2159       0.0849       2.782912e-07       2.876868e-07        -6.5555        -6.5411       8.904303e-08
      4.7045       0.6725       9.338376e-04       9.248679e-04        -3.0297        -3.0339       8.530759e-08
      2.7745       0.4432       3.928954e-05       3.956846e-05        -4.4057        -4.4027       8.674644e-08
      1.5493       0.1901       1.191294e-06       1.222097e-06        -5.9240        -5.9129       8.836219e-08
      3.8330       0.5835       2.731681e-04       2.723057e-04        -3.5636        -3.5649       8.586296e-08
      4.2820       0.6317       5.309928e-04       5.274625e-04        -3.2749        -3.2778       8.556226e-08
      5.8201       0.7649       3.347775e-03       3.293349e-03        -2.4752        -2.4824       8.473462e-08
      5.9344       0.7734       3.762317e-03       3.698873e-03        -2.4245        -2.4319       8.468241e-08
      5.1200       0.7093       1.551647e-03       1.532631e-03        -2.8092        -2.8146       8.507928e-08
      3.7543       0.5745       2.411815e-04       2.405781e-04        -3.6177        -3.6187       8.591945e-08
      5.1303       0.7101       1.570536e-03       1.551187e-03        -2.8040        -2.8093       8.507380e-08
      4.1571       0.6188       4.445480e-04       4.420067e-04        -3.3521        -3.3546       8.564254e-08
      3.1565       0.4992       8.519633e-05       8.545133e-05        -4.0696        -4.0683       8.639270e-08
      2.1533       0.3331       8.587485e-06       8.718152e-06        -5.0661        -5.0596       8.744555e-08
      3.0016       0.4773       6.298903e-05       6.327836e-05        -4.2007        -4.1987       8.653053e-08
