========================================================================================================================
TABELA DE DADOS - VALIDAÇÃO
========================================================================================================================

      Hs (m)    log10(Hs)           a (true)           a (pred)  log10(a_true)  log10(a_pred)           a / Hs^6
      3.2569       0.5128       1.028097e-04       1.030151e-04        -3.9880        -3.9871       8.630704e-08
      5.7338       0.7584       3.060737e-03       3.012405e-03        -2.5142        -2.5211       8.477475e-08
      5.9332       0.7733       3.757436e-03       3.694096e-03        -2.4251        -2.4325       8.468294e-08
      2.3370       0.3687       1.403275e-05       1.420939e-05        -4.8529        -4.8474       8.721916e-08
      1.9815       0.2970       5.213224e-06       5.306512e-06        -5.2829        -5.2752       8.767629e-08
      2.9799       0.4742       6.030424e-05       6.059514e-05        -4.2197        -4.2176       8.655044e-08
      5.6718       0.7537       2.867614e-03       2.823300e-03        -2.5425        -2.5492       8.480384e-08
      1.1780       0.0711       2.301139e-07       2.381220e-07        -6.6381        -6.6232       8.913248e-08
      5.4229       0.7342       2.190713e-03       2.159926e-03        -2.6594        -2.6656       8.492443e-08
      2.0533       0.3125       6.455166e-06       6.563274e-06        -5.1901        -5.1829       8.757745e-08
      2.3737       0.3754       1.540593e-05       1.559216e-05        -4.8123        -4.8071       8.717618e-08
      5.6727       0.7538       2.870298e-03       2.825930e-03        -2.5421        -2.5488       8.480345e-08
      4.5936       0.6622       8.092691e-04       8.021021e-04        -3.0919        -3.0958       8.537207e-08
      5.7213       0.7575       3.021081e-03       2.973579e-03        -2.5198        -2.5267       8.478056e-08
      3.9473       0.5963       3.258068e-04       3.244763e-04        -3.4870        -3.4888       8.578317e-08
      5.9176       0.7721       3.698760e-03       3.636713e-03        -2.4319        -2.4393       8.469000e-08
      3.6975       0.5679       2.200887e-04       2.196440e-04        -3.6574        -3.6583       8.596092e-08
      3.7112       0.5695       2.250379e-04       2.245569e-04        -3.6477        -3.6487       8.595085e-08
      2.1554       0.3335       8.636048e-06       8.767193e-06        -5.0637        -5.0571       8.744293e-08
      3.1639       0.5002       8.639339e-05       8.664560e-05        -4.0635        -4.0623       8.638634e-08
      3.9109       0.5923       3.081823e-04       3.070136e-04        -3.5112        -3.5128       8.580827e-08
      2.9678       0.4724       5.885275e-05       5.914425e-05        -4.2302        -4.2281       8.656158e-08
      5.7074       0.7564       2.977117e-03       2.930530e-03        -2.5262        -2.5331       8.478702e-08
      3.2452       0.5112       1.006058e-04       1.008184e-04        -3.9974        -3.9965       8.631690e-08
      3.4226       0.5344       1.384611e-04       1.385198e-04        -3.8587        -3.8585       8.617153e-08
      3.9678       0.5986       3.361096e-04       3.346817e-04        -3.4735        -3.4754       8.576899e-08
      3.7014       0.5684       2.214988e-04       2.210441e-04        -3.6546        -3.6555       8.595805e-08
      4.5756       0.6605       7.904638e-04       7.835600e-04        -3.1021        -3.1059       8.538267e-08
      3.8845       0.5893       2.959396e-04       2.948804e-04        -3.5288        -3.5304       8.582667e-08
      5.4869       0.7393       2.350472e-03       2.316579e-03        -2.6288        -2.6352       8.489291e-08
      3.5784       0.5537       1.808467e-04       1.806686e-04        -3.7427        -3.7431       8.605013e-08
      4.1592       0.6190       4.458916e-04       4.433353e-04        -3.3508        -3.3533       8.564112e-08
      5.6736       0.7539       2.873123e-03       2.828696e-03        -2.5416        -2.5484       8.480298e-08
      1.8744       0.2729       3.735622e-06       3.809163e-06        -5.4276        -5.4192       8.783062e-08
      5.6547       0.7524       2.816156e-03       2.772902e-03        -2.5503        -2.5571       8.481194e-08
      5.4979       0.7402       2.378742e-03       2.344295e-03        -2.6237        -2.6300       8.488757e-08
      2.5212       0.4016       2.212253e-05       2.234723e-05        -4.6552        -4.6508       8.700982e-08
      1.6504       0.2176       1.740859e-06       1.782300e-06        -5.7592        -5.7490       8.818533e-08
      5.8156       0.7646       3.332235e-03       3.278139e-03        -2.4773        -2.4844       8.473662e-08
      4.0282       0.6051       3.679922e-04       3.662539e-04        -3.4342        -3.4362       8.572802e-08
      3.3698       0.5276       1.261276e-04       1.262434e-04        -3.8992        -3.8988       8.621395e-08
      5.4543       0.7367       2.267790e-03       2.235513e-03        -2.6444        -2.6506       8.490901e-08
      5.9475       0.7743       3.812394e-03       3.747840e-03        -2.4188        -2.4262       8.467646e-08
      3.1763       0.5019       8.845406e-05       8.870118e-05        -4.0533        -4.0521       8.637555e-08
      2.9010       0.4625       5.133882e-05       5.163033e-05        -4.2896        -4.2871       8.662400e-08
      1.5596       0.1930       1.239526e-06       1.271310e-06        -5.9067        -5.8957       8.834362e-08
      3.8594       0.5865       2.846242e-04       2.836641e-04        -3.5457        -3.5472       8.584433e-08
      1.5039       0.1772       9.964959e-07       1.023227e-06        -6.0015        -5.9900       8.844547e-08
      1.1533       0.0619       2.026508e-07       2.098438e-07        -6.6933        -6.6781       8.919224e-08
      1.8616       0.2699       3.585063e-06       3.656435e-06        -5.4455        -5.4369       8.784977e-08
      1.1216       0.0498       1.714590e-07       1.777017e-07        -6.7658        -6.7503       8.927097e-08
      3.8835       0.5892       2.954794e-04       2.944243e-04        -3.5295        -3.5310       8.582735e-08
      2.0068       0.3025       5.626372e-06       5.724746e-06        -5.2498        -5.2422       8.764093e-08
      1.5662       0.1948       1.271294e-06       1.303720e-06        -5.8958        -5.8848       8.833184e-08
      3.5634       0.5519       1.763590e-04       1.762087e-04        -3.7536        -3.7540       8.606151e-08
      3.4064       0.5323       1.345691e-04       1.346465e-04        -3.8711        -3.8708       8.618446e-08
      5.9442       0.7741       3.799627e-03       3.735359e-03        -2.4203        -2.4277       8.467801e-08
      2.4052       0.3812       1.667782e-05       1.687235e-05        -4.7779        -4.7728       8.713965e-08
      3.9965       0.6017       3.509661e-04       3.493951e-04        -3.4547        -3.4567       8.574941e-08
      5.5727       0.7461       2.579844e-03       2.541398e-03        -2.5884        -2.5949       8.485128e-08
      5.0556       0.7038       1.438220e-03       1.421162e-03        -2.8422        -2.8474       8.511336e-08
      1.0275       0.0118       1.013780e-07       1.053610e-07        -6.9941        -6.9773       8.951901e-08
      5.3643       0.7295       2.052372e-03       2.024227e-03        -2.6877        -2.6937       8.495371e-08
      2.3873       0.3779       1.594582e-05       1.613565e-05        -4.7974        -4.7922       8.716037e-08
      3.0226       0.4804       6.568940e-05       6.597651e-05        -4.1825        -4.1806       8.651143e-08
      1.3102       0.1173       4.356849e-07       4.493301e-07        -6.3608        -6.3474       8.883256e-08
      3.8814       0.5890       2.945355e-04       2.934888e-04        -3.5309        -3.5324       8.582880e-08
      4.5031       0.6535       7.181651e-04       7.122536e-04        -3.1438        -3.1474       8.542593e-08
      5.7358       0.7586       3.067232e-03       3.018762e-03        -2.5133        -2.5202       8.477377e-08
      1.5845       0.1999       1.363066e-06       1.397316e-06        -5.8655        -5.8547       8.829932e-08
      1.6584       0.2197       1.792129e-06       1.834511e-06        -5.7466        -5.7365       8.817192e-08
      4.3841       0.6419       6.115977e-04       6.070781e-04        -3.2135        -3.2168       8.549839e-08
      1.9226       0.2839       4.350306e-06       4.432385e-06        -5.3615        -5.3534       8.776008e-08
      2.0953       0.3213       7.289730e-06       7.407055e-06        -5.1373        -5.1304       8.752125e-08
      3.4107       0.5328       1.355846e-04       1.356571e-04        -3.8678        -3.8676       8.618100e-08
      3.9496       0.5966       3.269568e-04       3.256153e-04        -3.4855        -3.4873       8.578152e-08
      4.4163       0.6451       6.390385e-04       6.341687e-04        -3.1945        -3.1978       8.547856e-08
      2.6181       0.4180       2.773627e-05       2.798456e-05        -4.5570        -4.5531       8.690601e-08
      2.1648       0.3354       8.865084e-06       8.998462e-06        -5.0523        -5.0458       8.743088e-08
      5.8479       0.7670       3.445000e-03       3.388481e-03        -2.4628        -2.4700       8.472177e-08
      4.8472       0.6855       1.117246e-03       1.105468e-03        -2.9519        -2.9565       8.522691e-08
      4.1295       0.6159       4.271071e-04       4.247553e-04        -3.3695        -3.3719       8.566060e-08
      2.5266       0.4025       2.240528e-05       2.263133e-05        -4.6496        -4.6453       8.700400e-08
      3.0682       0.4869       7.186088e-05       7.214081e-05        -4.1435        -4.1418       8.647041e-08
      3.7772       0.5772       2.501327e-04       2.494588e-04        -3.6018        -3.6030       8.590286e-08
      2.2498       0.3521       1.116928e-05       1.132350e-05        -4.9520        -4.9460       8.732430e-08
      2.7733       0.4430       3.919131e-05       3.947005e-05        -4.4068        -4.4037       8.674760e-08
      2.8714       0.4581       4.827248e-05       4.856236e-05        -4.3163        -4.3137       8.665218e-08
      2.3932       0.3790       1.618340e-05       1.637479e-05        -4.7909        -4.7858       8.715352e-08
      2.6951       0.4306       3.301230e-05       3.327723e-05        -4.4813        -4.4779       8.682616e-08
      3.9647       0.5982       3.345346e-04       3.331216e-04        -3.4756        -3.4774       8.577110e-08
      1.1677       0.0673       2.183146e-07       2.259746e-07        -6.6609        -6.6459       8.915722e-08
      4.9431       0.6940       1.256500e-03       1.242482e-03        -2.9008        -2.9057       8.517403e-08
      3.5006       0.5441       1.584920e-04       1.584463e-04        -3.8000        -3.8001       8.611008e-08
      4.9834       0.6975       1.319282e-03       1.304228e-03        -2.8797        -2.8846       8.515212e-08
      3.5780       0.5536       1.807203e-04       1.805430e-04        -3.7430        -3.7434       8.605045e-08
      4.0855       0.6112       4.005618e-04       3.984910e-04        -3.3973        -3.3996       8.568963e-08
      1.9427       0.2884       4.630394e-06       4.716199e-06        -5.3344        -5.3264       8.773111e-08
      4.5631       0.6593       7.775763e-04       7.708528e-04        -3.1093        -3.1130       8.539016e-08
      2.6375       0.4212       2.899485e-05       2.924757e-05        -4.5377        -4.5339       8.688564e-08
      5.3505       0.7284       2.020890e-03       1.993341e-03        -2.6945        -2.7004       8.496070e-08
      1.0344       0.0147       1.055078e-07       1.096299e-07        -6.9767        -6.9601       8.950008e-08
      3.3926       0.5305       1.313431e-04       1.314356e-04        -3.8816        -3.8813       8.619556e-08
      2.2292       0.3482       1.057102e-05       1.072010e-05        -4.9759        -4.9698       8.734965e-08
      3.6967       0.5678       2.198227e-04       2.193801e-04        -3.6579        -3.6588       8.596150e-08
      3.4235       0.5345       1.386715e-04       1.387293e-04        -3.8580        -3.8578       8.617081e-08
      3.2587       0.5130       1.031439e-04       1.033482e-04        -3.9866        -3.9857       8.630553e-08
      4.4194       0.6454       6.416972e-04       6.367933e-04        -3.1927        -3.1960       8.547669e-08
      4.2198       0.6253       4.863175e-04       4.833082e-04        -3.3131        -3.3158       8.560193e-08
      2.8457       0.4542       4.574003e-05       4.602779e-05        -4.3397        -4.3370       8.667681e-08
      2.6881       0.4294       3.249589e-05       3.275941e-05        -4.4882        -4.4847       8.683343e-08
      3.0089       0.4784       6.391763e-05       6.420622e-05        -4.1944        -4.1924       8.652384e-08
      4.6783       0.6701       9.030595e-04       8.945441e-04        -3.0443        -3.0484       8.532270e-08
      4.1170       0.6146       4.194530e-04       4.171829e-04        -3.3773        -3.3797       8.566877e-08
      5.3867       0.7313       2.104333e-03       2.075203e-03        -2.6769        -2.6829       8.494255e-08
      1.3675       0.1359       5.632645e-07       5.801181e-07        -6.2493        -6.2365       8.871221e-08
      4.0033       0.6024       3.545349e-04       3.529295e-04        -3.4503        -3.4523       8.574489e-08
      4.0671       0.6093       3.898280e-04       3.878686e-04        -3.4091        -3.4113       8.570196e-08
      4.7115       0.6732       9.421346e-04       9.330417e-04        -3.0259        -3.0301       8.530361e-08
      3.7810       0.5776       2.516444e-04       2.509585e-04        -3.5992        -3.6004       8.590016e-08
      4.7144       0.6734       9.456749e-04       9.365293e-04        -3.0243        -3.0285       8.530190e-08
      4.6930       0.6714       9.201858e-04       9.114183e-04        -3.0361        -3.0403       8.531421e-08
      2.1738       0.3372       9.087893e-06       9.223429e-06        -5.0415        -5.0351       8.741950e-08
      4.1272       0.6157       4.256883e-04       4.233517e-04        -3.3709        -3.3733       8.566215e-08
      3.2016       0.5054       9.276748e-05       9.300327e-05        -4.0326        -4.0315       8.635390e-08
      2.4722       0.3931       1.966654e-05       1.987864e-05        -4.7063        -4.7016       8.706389e-08
      1.7364       0.2396       2.360720e-06       2.413035e-06        -5.6270        -5.6174       8.804368e-08
      1.4114       0.1496       6.807838e-07       7.004528e-07        -6.1670        -6.1546       8.862355e-08
      1.1734       0.0694       2.247888e-07       2.326403e-07        -6.6482        -6.6333       8.914343e-08
      3.9009       0.5912       3.034888e-04       3.023625e-04        -3.5179        -3.5195       8.581526e-08
      5.4805       0.7388       2.333886e-03       2.300320e-03        -2.6319        -2.6382       8.489614e-08
      2.7736       0.4431       3.921774e-05       3.949650e-05        -4.4065        -4.4034       8.674719e-08
      1.8494       0.2670       3.446447e-06       3.515790e-06        -5.4626        -5.4540       8.786799e-08
      5.0889       0.7066       1.496017e-03       1.477966e-03        -2.8251        -2.8303       8.509561e-08
      3.6237       0.5591       1.950190e-04       1.947494e-04        -3.7099        -3.7105       8.601584e-08
      2.9612       0.4715       5.807694e-05       5.836870e-05        -4.2360        -4.2338       8.656767e-08
      5.8570       0.7677       3.477120e-03       3.419906e-03        -2.4588        -2.4660       8.471762e-08
      3.5750       0.5533       1.798275e-04       1.796557e-04        -3.7451        -3.7456       8.605264e-08
      2.1574       0.3339       8.684295e-06       8.815911e-06        -5.0613        -5.0547       8.744039e-08
      2.7536       0.4399       3.754446e-05       3.782005e-05        -4.4255        -4.4223       8.676722e-08
      1.9534       0.2908       4.786057e-06       4.873901e-06        -5.3200        -5.3121       8.771585e-08
      1.5932       0.2023       1.408743e-06       1.443891e-06        -5.8512        -5.8405       8.828398e-08
      1.8761       0.2733       3.756017e-06       3.829851e-06        -5.4253        -5.4168       8.782813e-08
      4.5319       0.6563       7.461708e-04       7.398793e-04        -3.1272        -3.1308       8.540869e-08
      1.7496       0.2429       2.470545e-06       2.524686e-06        -5.6072        -5.5978       8.802253e-08
      4.6543       0.6679       8.756419e-04       8.675260e-04        -3.0577        -3.0617       8.533659e-08
      2.4665       0.3921       1.939597e-05       1.960660e-05        -4.7123        -4.7076       8.707033e-08
      1.2618       0.1010       3.475929e-07       3.589072e-07        -6.4589        -6.4450       8.893862e-08
      4.0047       0.6026       3.553178e-04       3.537048e-04        -3.4494        -3.4514       8.574391e-08
      2.3930       0.3789       1.617271e-05       1.636402e-05        -4.7912        -4.7861       8.715383e-08
      2.8128       0.4491       4.265909e-05       4.294326e-05        -4.3700        -4.3671       8.670873e-08
      5.2239       0.7180       1.750477e-03       1.727924e-03        -2.7568        -2.7625       8.502514e-08
      1.8955       0.2777       3.994728e-06       4.071930e-06        -5.3985        -5.3902       8.779957e-08
      5.7782       0.7618       3.205944e-03       3.154544e-03        -2.4940        -2.5011       8.475394e-08
      1.8665       0.2710       3.641727e-06       3.713922e-06        -5.4387        -5.4302       8.784244e-08
      2.7348       0.4369       3.603298e-05       3.630537e-05        -4.4433        -4.4400       8.678603e-08
      3.0964       0.4909       7.590785e-05       7.618146e-05        -4.1197        -4.1182       8.644543e-08
      5.5662       0.7456       2.561730e-03       2.523647e-03        -2.5915        -2.5980       8.485442e-08
      4.3891       0.6424       6.157608e-04       6.111886e-04        -3.2106        -3.2138       8.549533e-08
      3.6015       0.5565       1.879783e-04       1.877548e-04        -3.7259        -3.7264       8.603254e-08
      2.1907       0.3406       9.521741e-06       9.661349e-06        -5.0213        -5.0150       8.739786e-08
      5.1164       0.7090       1.545073e-03       1.526170e-03        -2.8111        -2.8164       8.508113e-08
      1.2787       0.1068       3.765303e-07       3.886222e-07        -6.4242        -6.4105       8.890105e-08
      3.7225       0.5708       2.291800e-04       2.286682e-04        -3.6398        -3.6408       8.594252e-08
      1.6032       0.2050       1.462420e-06       1.498610e-06        -5.8349        -5.8243       8.826654e-08
      2.0249       0.3064       5.937837e-06       6.039939e-06        -5.2264        -5.2190       8.761602e-08
      3.0741       0.4877       7.269173e-05       7.297041e-05        -4.1385        -4.1369       8.646514e-08
      5.2306       0.7186       1.764001e-03       1.741201e-03        -2.7535        -2.7592       8.502166e-08
      4.3933       0.6428       6.193756e-04       6.147570e-04        -3.2080        -3.2113       8.549266e-08
      5.6409       0.7513       2.775074e-03       2.732662e-03        -2.5567        -2.5634       8.481851e-08
      2.6392       0.4215       2.910898e-05       2.936208e-05        -4.5360        -4.5322       8.688382e-08
      1.7994       0.2551       2.923774e-06       2.985195e-06        -5.5341        -5.5250       8.794440e-08
      3.0011       0.4773       6.292578e-05       6.321517e-05        -4.2012        -4.1992       8.653106e-08
      2.0791       0.3179       6.957260e-06       7.070973e-06        -5.1576        -5.1505       8.754281e-08
      1.4173       0.1515       6.982123e-07       7.182893e-07        -6.1560        -6.1437       8.861173e-08
      5.1707       0.7136       1.646216e-03       1.625533e-03        -2.7835        -2.7890       8.505269e-08
      1.6277       0.2116       1.602152e-06       1.641012e-06        -5.7953        -5.7849       8.822408e-08
      1.5860       0.2003       1.370978e-06       1.405385e-06        -5.8630        -5.8522       8.829661e-08
      2.8625       0.4568       4.739069e-05       4.767989e-05        -4.3243        -4.3217       8.666055e-08
      3.9099       0.5922       3.077122e-04       3.065477e-04        -3.5119        -3.5135       8.580901e-08
      3.0551       0.4850       7.004351e-05       7.032578e-05        -4.1546        -4.1529       8.648203e-08
      4.1421       0.6172       4.350339e-04       4.325964e-04        -3.3615        -3.3639       8.565232e-08
      3.1374       0.4966       8.215342e-05       8.241506e-05        -4.0854        -4.0840       8.640927e-08
      4.9701       0.6964       1.298325e-03       1.283620e-03        -2.8866        -2.8916       8.515931e-08
      3.4471       0.5375       1.445178e-04       1.445465e-04        -3.8401        -3.8400       8.615202e-08
      2.2977       0.3613       1.267503e-05       1.284147e-05        -4.8971        -4.8914       8.726593e-08
      3.6126       0.5578       1.914535e-04       1.912075e-04        -3.7179        -3.7185       8.602427e-08
      4.6299       0.6656       8.484156e-04       8.406923e-04        -3.0714        -3.0754       8.535082e-08
      2.4862       0.3955       2.034157e-05       2.055727e-05        -4.6916        -4.6870       8.704833e-08
      4.1591       0.6190       4.458155e-04       4.432601e-04        -3.3508        -3.3533       8.564120e-08
      4.0094       0.6031       3.578169e-04       3.561793e-04        -3.4463        -3.4483       8.574072e-08
      2.5949       0.4141       2.629547e-05       2.653835e-05        -4.5801        -4.5761       8.693047e-08
      4.0640       0.6090       3.880504e-04       3.861088e-04        -3.4111        -3.4133       8.570397e-08
      1.4351       0.1569       7.523972e-07       7.737265e-07        -6.1236        -6.1114       8.857673e-08
      3.8257       0.5827       2.700359e-04       2.691998e-04        -3.5686        -3.5699       8.586822e-08
      1.1164       0.0478       1.667262e-07       1.728221e-07        -6.7780        -6.7624       8.928416e-08
      5.4044       0.7327       2.146060e-03       2.116130e-03        -2.6684        -2.6745       8.493367e-08
      5.1035       0.7079       1.521872e-03       1.503373e-03        -2.8176        -2.8229       8.508791e-08
      5.9057       0.7713       3.654398e-03       3.593323e-03        -2.4372        -2.4445       8.469536e-08
      2.1976       0.3419       9.700923e-06       9.842186e-06        -5.0132        -5.0069       8.738926e-08
      1.7810       0.2507       2.748993e-06       2.807655e-06        -5.5608        -5.5517       8.797297e-08
      5.4008       0.7325       2.137569e-03       2.107801e-03        -2.6701        -2.6762       8.493546e-08
      2.9596       0.4712       5.788100e-05       5.817280e-05        -4.2375        -4.2353       8.656920e-08
      4.6449       0.6670       8.650487e-04       8.570860e-04        -3.0630        -3.0670       8.534210e-08
      4.0176       0.6040       3.622498e-04       3.605681e-04        -3.4410        -3.4430       8.573509e-08
      4.6238       0.6650       8.417683e-04       8.341403e-04        -3.0748        -3.0788       8.535439e-08
      2.9593       0.4712       5.785095e-05       5.814279e-05        -4.2377        -4.2355       8.656944e-08
      4.6358       0.6661       8.549741e-04       8.471567e-04        -3.0680        -3.0720       8.534738e-08
      2.0024       0.3015       5.551990e-06       5.649461e-06        -5.2556        -5.2480       8.764715e-08
      1.7112       0.2333       2.162994e-06       2.211947e-06        -5.6649        -5.6552       8.808435e-08
      3.3045       0.5191       1.121521e-04       1.123245e-04        -3.9502        -3.9495       8.626738e-08
      4.2259       0.6259       4.905377e-04       4.874800e-04        -3.3093        -3.3120       8.559803e-08
      4.0491       0.6074       3.795833e-04       3.777280e-04        -3.4207        -3.4228       8.571396e-08
      2.6347       0.4207       2.880876e-05       2.906085e-05        -4.5405        -4.5367       8.688859e-08
      2.2939       0.3606       1.254949e-05       1.271495e-05        -4.9014        -4.8957       8.727059e-08
      2.2075       0.3439       9.966962e-06       1.011067e-05        -5.0014        -4.9952       8.737685e-08
      1.5630       0.1939       1.255607e-06       1.287715e-06        -5.9011        -5.8902       8.833760e-08
      5.9386       0.7737       3.778234e-03       3.714440e-03        -2.4227        -2.4301       8.468055e-08
      3.1435       0.4974       8.311294e-05       8.337251e-05        -4.0803        -4.0790       8.640398e-08
      2.7062       0.4324       3.383577e-05       3.410289e-05        -4.4706        -4.4672       8.681485e-08
      1.5692       0.1957       1.285985e-06       1.318704e-06        -5.8908        -5.8799       8.832646e-08
      1.1499       0.0606       1.990981e-07       2.061841e-07        -6.7009        -6.6857       8.920055e-08
      1.1950       0.0774       2.508092e-07       2.594194e-07        -6.6007        -6.5860       8.909197e-08
      5.6520       0.7522       2.807945e-03       2.764861e-03        -2.5516        -2.5583       8.481329e-08
      1.5095       0.1788       1.018870e-06       1.046077e-06        -5.9919        -5.9804       8.843508e-08
      1.6536       0.2184       1.760925e-06       1.802735e-06        -5.7543        -5.7441       8.818001e-08
      2.8779       0.4591       4.893806e-05       4.922842e-05        -4.3104        -4.3078       8.664599e-08
      2.8604       0.4564       4.717918e-05       4.746823e-05        -4.3262        -4.3236       8.666272e-08
      4.3177       0.6353       5.580668e-04       5.542108e-04        -3.2533        -3.2563       8.553976e-08
      5.7776       0.7617       3.203852e-03       3.152495e-03        -2.4943        -2.5013       8.475421e-08
      3.5373       0.5487       1.687482e-04       1.686437e-04        -3.7728        -3.7730       8.608160e-08
      5.9563       0.7750       3.846182e-03       3.780880e-03        -2.4150        -2.4224       8.467249e-08
      4.2432       0.6277       5.027326e-04       4.995340e-04        -3.2987        -3.3014       8.558690e-08
      1.2809       0.1075       3.803914e-07       3.925862e-07        -6.4198        -6.4061       8.889630e-08
      1.2282       0.0893       2.957241e-07       3.056103e-07        -6.5291        -6.5148       8.901448e-08
      5.4476       0.7362       2.251173e-03       2.219218e-03        -2.6476        -2.6538       8.491225e-08
      5.0719       0.7052       1.466269e-03       1.448730e-03        -2.8338        -2.8390       8.510465e-08
      5.6588       0.7527       2.828205e-03       2.784703e-03        -2.5485        -2.5552       8.481004e-08
      4.3252       0.6360       5.639056e-04       5.599785e-04        -3.2488        -3.2518       8.553506e-08
      3.1685       0.5008       8.715214e-05       8.740254e-05        -4.0597        -4.0585       8.638237e-08
      2.3427       0.3697       1.423786e-05       1.441597e-05        -4.8466        -4.8412       8.721248e-08
      5.6587       0.7527       2.828005e-03       2.784508e-03        -2.5485        -2.5553       8.481008e-08
      2.6867       0.4292       3.239824e-05       3.266143e-05        -4.4895        -4.4860       8.683470e-08
      2.9428       0.4688       5.594168e-05       5.623382e-05        -4.2523        -4.2500       8.658478e-08
      2.3434       0.3698       1.426405e-05       1.444237e-05        -4.8458        -4.8404       8.721163e-08
      2.3681       0.3744       1.519205e-05       1.537683e-05        -4.8184        -4.8131       8.718261e-08
      2.3762       0.3759       1.550503e-05       1.569195e-05        -4.8095        -4.8043       8.717328e-08
      5.3233       0.7262       1.960028e-03       1.933618e-03        -2.7077        -2.7136       8.497432e-08
      1.2979       0.1133       4.118110e-07       4.248348e-07        -6.3853        -6.3718       8.885901e-08
      4.4781       0.6511       6.946028e-04       6.890071e-04        -3.1583        -3.1618       8.544100e-08
      3.5157       0.5460       1.626433e-04       1.625741e-04        -3.7888        -3.7889       8.609828e-08
      2.4899       0.3962       2.052373e-05       2.074041e-05        -4.6877        -4.6832       8.704428e-08
      5.4406       0.7356       2.233859e-03       2.202239e-03        -2.6509        -2.6571       8.491572e-08
      5.4928       0.7398       2.365611e-03       2.331422e-03        -2.6261        -2.6324       8.489005e-08
      5.8864       0.7699       3.583325e-03       3.523805e-03        -2.4457        -2.4530       8.470415e-08
      5.8251       0.7653       3.365232e-03       3.310431e-03        -2.4730        -2.4801       8.473224e-08
      5.8801       0.7694       3.560196e-03       3.501178e-03        -2.4485        -2.4558       8.470707e-08
      4.9160       0.6916       1.215756e-03       1.202403e-03        -2.9152        -2.9200       8.518887e-08
      4.6008       0.6628       8.169065e-04       8.096313e-04        -3.0878        -3.0917       8.536787e-08
      2.6148       0.4174       2.752914e-05       2.777668e-05        -4.5602        -4.5563       8.690946e-08
      4.9502       0.6946       1.267332e-03       1.253139e-03        -2.8971        -2.9020       8.517020e-08
      1.7043       0.2315       2.110731e-06       2.158780e-06        -5.6756        -5.6658       8.809575e-08
      2.9305       0.4669       5.455584e-05       5.484803e-05        -4.2632        -4.2608       8.659622e-08
      2.4281       0.3853       1.765269e-05       1.785324e-05        -4.7532        -4.7483       8.711352e-08
      3.2562       0.5127       1.026699e-04       1.028758e-04        -3.9886        -3.9877       8.630766e-08
      4.9691       0.6963       1.296703e-03       1.282026e-03        -2.8872        -2.8921       8.515995e-08
      2.9611       0.4715       5.806145e-05       5.835319e-05        -4.2361        -4.2339       8.656772e-08
      3.9689       0.5987       3.366684e-04       3.352352e-04        -3.4728        -3.4747       8.576828e-08
      3.4067       0.5323       1.346476e-04       1.347246e-04        -3.8708        -3.8706       8.618421e-08
      3.1597       0.4996       8.571857e-05       8.597231e-05        -4.0669        -4.0656       8.638985e-08
      1.7977       0.2547       2.907480e-06       2.968643e-06        -5.5365        -5.5274       8.794694e-08
      3.8714       0.5879       2.900101e-04       2.890029e-04        -3.5376        -3.5391       8.583581e-08
      4.4627       0.6496       6.803673e-04       6.749596e-04        -3.1673        -3.1707       8.545032e-08
      4.7325       0.6751       9.676079e-04       9.581340e-04        -3.0143        -3.0186       8.529157e-08
      2.9809       0.4743       6.042712e-05       6.071802e-05        -4.2188        -4.2167       8.654958e-08
      5.1093       0.7084       1.532314e-03       1.513634e-03        -2.8147        -2.8200       8.508486e-08
      3.6594       0.5634       2.068279e-04       2.064778e-04        -3.6844        -3.6851       8.598913e-08
      4.1798       0.6212       4.592993e-04       4.565949e-04        -3.3379        -3.3405       8.562779e-08
      5.0177       0.7005       1.374679e-03       1.358698e-03        -2.8618        -2.8669       8.513358e-08
      4.7837       0.6798       1.032134e-03       1.021681e-03        -2.9863        -2.9907       8.526261e-08
      5.0222       0.7009       1.382089e-03       1.365984e-03        -2.8595        -2.8646       8.513123e-08
      1.8443       0.2658       3.389675e-06       3.458179e-06        -5.4698        -5.4612       8.787573e-08
      2.9366       0.4678       5.524068e-05       5.553288e-05        -4.2577        -4.2554       8.659050e-08
      4.1546       0.6185       4.429556e-04       4.404318e-04        -3.3536        -3.3561       8.564419e-08
      1.7627       0.2462       2.583702e-06       2.639700e-06        -5.5878        -5.5784       8.800173e-08
      1.7864       0.2520       2.798994e-06       2.858449e-06        -5.5530        -5.5439       8.796459e-08
      3.9918       0.6012       3.484846e-04       3.469381e-04        -3.4578        -3.4597       8.575265e-08
      3.0870       0.4895       7.453786e-05       7.481376e-05        -4.1276        -4.1260       8.645372e-08
      2.1940       0.3412       9.606747e-06       9.747164e-06        -5.0174        -5.0111       8.739386e-08
      5.9002       0.7709       3.633819e-03       3.573195e-03        -2.4396        -2.4469       8.469793e-08
      1.8081       0.2572       3.010070e-06       3.072832e-06        -5.5214        -5.5125       8.793085e-08
      2.7655       0.4418       3.853319e-05       3.881071e-05        -4.4142        -4.4110       8.675531e-08
      3.6797       0.5658       2.138141e-04       2.134147e-04        -3.6700        -3.6708       8.597404e-08
      4.7712       0.6786       1.016173e-03       1.005963e-03        -2.9930        -2.9974       8.526953e-08
      4.5057       0.6538       7.206952e-04       7.147503e-04        -3.1422        -3.1458       8.542437e-08
